feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15
0.31251818,-0.30297145,-0.40985388,0.5288949,0.16477631,0.05882283,-0.5238228,0.33240768,0.97655565,-0.22334553,0.6583193,0.024555903,0.66812044,-0.19187975,-0.6509309,-0.1302928
-0.24916181,0.14443453,-0.002897839,0.0036522967,0.19463155,-0.06591232,0.3033515,-0.06992676,-0.2619745,0.08081742,-0.28405663,-0.0040660356,-0.20930696,-0.06813755,-0.0663179,-0.17181814
-0.30055285,0.044601087,0.30315867,-0.4511166,0.26528975,-0.041807156,0.104059316,-0.5700881,0.47101265,-0.3433245,-0.18614201,0.35365105,-0.065613784,0.12911062,-0.5912974,-0.22561857
-0.28079894,-0.22367695,0.31244463,-0.80164206,0.46014258,0.09826477,-0.22392996,0.7208229,0.093080744,-0.13717626,-0.07305944,-0.028095102,0.65607154,1.1291218,0.30497772,0.30014378
-1.2340653,0.16349758,0.183351,-1.1908317,0.29402092,-0.64022565,2.0584185,0.32393363,-0.42976457,-0.79337186,-0.89501184,-1.1227219,-0.53572184,1.1711977,-0.4659241,0.078625455
-0.16700947,0.2815481,0.0018654892,0.2352403,0.24817337,1.134193,0.5233311,-0.16004255,-0.31455684,0.6724267,-0.46271956,-0.21491303,-0.21693625,0.020789256,-0.35161516,-0.63001996
0.29368934,-0.07173577,-0.4602065,0.73113775,0.39995134,-0.062273208,-0.4803586,0.3801607,0.6015979,-0.025838846,0.45192158,0.08968463,0.59178877,-0.4652908,-0.27311453,-0.22426032
-0.9098857,0.36845148,0.09775357,0.4096861,1.0387805,0.51723534,0.6559687,-0.06897304,0.34860244,-1.7891798,-1.2009516,0.33320647,0.055128846,0.6418212,-1.4621547,-0.7212606
-0.72513074,0.10215617,0.34178746,-0.6648419,0.08236852,0.59372157,0.8848522,-0.4590475,-0.26670164,0.14693797,-0.7900268,-0.35817006,-0.2547004,0.78884405,-0.18316942,-0.3984456
-1.2111645,0.33441308,0.6404137,-1.6837265,0.53146636,0.6731522,0.17389402,-0.8543234,0.39196697,0.1419885,-0.81531733,0.5591989,-0.023266707,0.873141,-0.2768394,-0.2783742
-0.2153203,0.34884593,0.7556022,-2.0067456,0.41778257,0.29646972,-0.42868742,-0.14091317,-0.13176058,0.7126226,0.060929492,1.1554047,-0.25996462,-0.3694555,0.21503735,0.6653187
-0.5054445,0.40137616,-0.32451153,0.87495226,0.7147873,0.92228085,-0.14572752,-0.21789055,0.39392582,0.100843914,-0.2848397,0.564907,-0.05240349,-0.581289,-0.62924147,-0.4828929
0.20000844,-0.0042849085,-0.031125745,0.235881,0.23227021,0.0015068133,-0.0101092495,-0.017873354,-0.031977113,0.03138061,0.13702069,-0.0767311,0.08372611,-0.20158985,-0.18130304,-0.20345281
0.05080531,-0.24270338,-0.23124744,0.11489057,0.0785286,0.07144057,-0.5556494,0.12880698,1.0823219,-0.12992172,0.6060152,0.2696166,0.37141207,-0.1491527,-0.6002933,-0.009248455
-0.8937472,-1.5803453,0.3203228,-2.0266914,-0.6860811,-1.2958975,2.759748,1.513816,-0.4542874,1.1665679,0.30931288,-1.5330231,0.6119041,1.2452179,0.20219016,1.957326
-0.10545225,0.061779745,-0.18152298,0.69803405,1.0726261,-0.05471677,-0.47706437,0.6409965,-0.06268157,0.099696256,0.09923401,-0.025517298,0.66987056,-0.12833525,0.33178437,-0.28665465
-0.29145208,0.54505813,-0.14546181,-0.050124656,0.46743897,-0.009759528,0.784333,-0.35023427,-0.32485887,-0.19145475,-0.10246173,0.091658115,-0.8555506,-0.44271028,-1.0395979,-0.40480044
0.17015271,0.3248813,-0.31877646,0.48621443,0.43063062,0.2730476,-0.45953384,-0.01648617,0.34792075,0.21999174,0.26296133,0.4380014,0.23820029,-0.6981704,-0.13995303,-0.26892906
6.9439084e-05,-0.70786226,0.23488575,-0.6079173,-0.42409962,-0.49305826,0.46999854,0.3603281,0.44132903,0.27429625,0.6673587,-0.13922042,0.785942,0.38346237,-0.15282546,0.70157343
-0.25483677,-0.33317995,0.6184623,-1.8498894,0.0774228,-0.9463641,1.0908287,0.5459463,-0.33395532,0.5284085,0.60802436,0.17544733,-0.20211028,-0.07596876,0.086685285,1.3639003
0.16722666,-0.2333332,0.42416504,-0.2274089,-0.12982927,-0.019570021,0.49163714,-0.3960886,0.18107167,0.07143201,0.33157185,0.047851138,-0.09509299,-0.20622133,-0.45839897,0.13729873
-0.100108355,-0.0241365,0.26952642,-0.27868614,0.35983133,0.024079945,-0.30956072,0.30892467,0.42071453,-0.46183512,-0.14308172,0.1911677,0.42432657,0.47979987,-0.071228124,-0.09890224
0.23404025,-0.0511771,0.23255062,-0.1384603,0.0072027687,-0.016532028,0.3417669,-0.28474447,-0.07355984,0.048788555,0.1484984,0.14901823,-0.22780716,-0.2788546,-0.36624792,-0.023501877
-0.25625643,0.50385576,-0.0057101804,-0.085175574,0.5775698,-0.427559,0.37900046,-0.12087034,-0.6936654,0.18602528,-0.32005554,0.39667752,-0.38557026,-0.62138957,-0.30469093,-0.078559086
-1.013697,-0.7851362,0.30133113,-1.7697443,-0.31845027,-0.7097299,2.119007,0.80960083,0.03310095,0.35941744,-0.03532944,-1.028446,0.4541543,1.3232229,0.0051748115,1.1914719
-0.56621975,-0.18636058,0.21104804,-0.7702535,0.21276794,-0.031286027,0.5402107,0.43315175,0.33686194,-0.51880866,-0.43832567,-0.3728657,0.72975034,1.416071,-0.14876594,0.13528778
-3.7515364,-0.23530802,0.60328376,-4.522556,0.7294302,2.817549,0.63933897,-1.7137102,2.7118547,1.0828543,-1.0723169,0.23642619,-0.99383336,2.5217762,-1.6343516,-0.5055268
0.24853684,-0.09385063,-0.11768592,-0.22580205,0.017052522,-0.77868897,0.38737935,0.6437457,-0.17739904,-0.061549436,0.15645443,-0.20493366,-0.02769567,-0.15747634,-0.09738625,0.4575974
0.21636201,-0.0011743894,-0.11914401,0.5473275,0.51847875,0.23365459,-0.114061885,-0.045150623,0.5957549,-0.6332255,0.2377828,0.15152042,0.19562978,-0.31902304,-0.99862534,-0.37910274
-0.24773656,0.08450164,0.1440997,-0.08588421,0.3658033,-0.37755847,0.021146046,-0.08138378,-0.17936887,-0.22454266,-0.25663587,0.20034541,-0.032830235,-0.099394545,-0.032747485,-0.06743983
0.28945953,-0.13332711,-0.24920163,0.22744313,0.11717444,-0.37140685,-0.008123071,0.34699628,0.11130789,0.09271052,0.37022758,-0.05571627,0.20872428,-0.3146262,-0.12562093,0.17575018
-1.1281918,0.6135687,0.718449,-1.614455,0.9268199,-0.92699957,1.1434335,-0.38231742,-0.52583486,-0.70030105,-0.67598796,0.090182506,-0.5986515,0.40485278,-0.51803905,-0.018681282
-0.14445044,-1.8902107,-0.9148982,-0.11069527,-0.40899193,-1.9065404,1.5553026,2.858484,0.21240653,-0.25741616,0.91429245,-1.6761358,1.9692416,1.6213038,-0.17608806,1.730102
0.13386165,-0.08523227,-0.052299276,0.048759677,0.0896974,-0.031348296,-0.15926243,0.068702295,0.36275324,-0.16269188,0.1303107,0.05626498,0.23410247,-0.018441748,-0.274103,-0.117645614
-0.24341461,0.31745085,0.4252895,-0.55367893,0.4285901,-0.22936377,0.0489135,-0.5358692,-0.0649472,-0.30539083,-0.17073016,0.6541613,-0.06210477,-0.19151784,-0.4218511,-0.05381352
0.13507108,-0.18882304,-0.09839627,0.36348432,0.4879592,-0.026273962,0.0472395,-0.13981858,0.8655072,-0.9791656,0.30868977,0.4773911,-0.12060796,-0.32078892,-1.3899027,-0.12738687
-0.27109304,0.33760032,0.52319986,-1.4070994,0.23627396,0.9415585,-1.1468625,-0.38632992,0.9435509,0.14428754,0.22058915,0.9920387,0.2175658,0.012594028,-0.045565017,0.108219825
-0.6095097,-0.67706627,-5.7841415e-05,-0.8274102,0.14970933,-0.120934665,0.74539095,0.8892138,0.09121136,-0.09173339,-0.19179413,-0.71542984,1.0038668,1.7680447,-0.07701734,0.39893597
-0.15058298,0.053642426,0.007574596,0.35664722,0.386371,0.17188993,-0.03684002,0.044203404,-0.10949597,0.055052556,-0.22053608,-0.023055658,0.21590579,0.0029642917,0.06659615,-0.23987077
0.059967604,-0.041176327,-0.49910778,0.71940917,1.2660743,0.019186191,-0.49882588,1.0909172,-0.6248844,0.94647026,0.118572555,-0.5091661,0.7377683,0.09701989,0.85269266,-0.18842266
-1.4891186,0.22920269,0.7696254,-1.278524,0.0038270238,3.7948902,0.23087098,-1.634234,0.11428808,1.271228,-1.4786018,0.5374599,-0.6363593,0.61069643,-1.0565969,-0.9300716
-0.013061345,0.061156396,-0.08924148,-0.062389944,0.5358097,-0.37337247,-0.42014673,0.38630468,0.42759332,-0.25173753,0.16213293,0.32879925,0.19878572,-0.28009382,-0.1353557,0.006583242
-0.29793906,-0.5365662,0.20643997,-0.83560807,-0.07695873,-1.289644,1.603906,0.81184894,0.38971227,-0.63026816,0.4179871,-0.79518896,0.38581547,0.59558177,-0.5005004,0.8894885
-1.3921092,-0.15978166,-0.11556839,-2.214564,0.3492615,-1.9610119,2.1855953,2.5776997,-1.2385764,0.39068973,-0.52789783,-1.706919,-0.098897316,1.5220968,0.9557789,1.7355919
-0.19963154,0.16290098,0.12168664,-0.12897566,0.30947992,-0.23689763,0.08400393,0.07246073,-0.4776869,0.20678689,-0.34250233,0.054940537,0.03706808,-0.06817545,0.23131914,-0.047456864
0.08005375,-0.40710697,0.24324785,0.7404609,0.28072965,0.9952371,0.46999642,-0.29577893,0.6855439,-0.8086979,0.49629986,-0.41569674,0.12878492,0.2720593,-1.7878877,-0.46209413
-0.22404726,0.13851462,0.4314099,-0.7993185,0.35124236,0.7269487,-0.7327855,-0.08813511,0.7252521,-0.3231394,-0.05389376,0.42075193,0.43779704,0.64977676,-0.22120057,-0.104471855
-0.79403967,-0.34436247,0.513792,-2.1822639,0.28111374,-2.0897977,2.2018552,1.3812759,-0.46426415,-0.1661928,0.27182576,-0.48654902,-0.20537673,0.39837262,-0.061575927,1.8058326
-1.7643757,0.6661871,0.34284082,-2.3194892,0.89853376,-1.5272216,2.3642714,0.93894225,-1.3822345,-0.51170903,-1.1135083,-1.2981038,-1.017455,1.1886598,-0.06285817,0.5756112
-0.3107248,0.28259924,-0.024936968,0.6299842,0.8204455,0.7624439,-0.25681835,0.207293,-0.12222781,0.049368452,-0.47019738,0.04801251,0.41372994,0.07577486,0.0533492,-0.56528175
-1.0158032,-0.9572137,-0.051805973,-1.533694,0.081296235,-0.77012205,1.5455352,1.692254,-0.24779475,0.25614828,-0.02386035,-1.1716415,0.83725905,1.9460647,0.30871767,1.3571001
0.23062147,-1.0578239,-0.10306393,-0.668573,-0.30642822,-1.3184023,0.64365333,1.367278,0.9156156,-0.33618656,1.1290443,-0.14597924,0.7714239,0.18649556,-0.44872233,1.3703991
-0.006747759,0.44940156,-0.19732168,0.90897876,0.5737938,0.8555729,-0.0120223425,-0.32652777,0.14573996,0.35343358,0.13581316,0.61961854,-0.059705585,-0.9919346,-0.5642961,-0.28557074
0.34213617,0.0037335232,0.14514841,-0.2632656,0.15639961,-0.514977,0.59298605,-0.106380925,-0.26952612,0.19186848,0.4216654,0.31364805,-0.56129396,-0.8091227,-0.55156004,0.33059233
0.107560344,0.10852278,-0.39911503,0.6424091,0.78172684,0.034150757,-0.6133799,0.6064571,0.28261435,0.16301432,0.3588203,0.06840986,0.5983938,-0.39244524,0.15347782,-0.255811
-0.0031442286,0.26187968,-0.3104643,0.7893415,0.4954926,0.43291453,-0.035931733,0.15852205,-0.012199391,0.27197075,-0.07807303,-0.008786564,0.23349111,-0.33507878,-0.059346274,-0.43744424
-0.4201459,-0.9847721,-0.547975,-0.79737955,-0.12694742,-1.472566,1.5341537,2.2786205,-0.7390864,0.4029536,-0.030654756,-1.5191996,0.7093637,1.2235696,0.33405367,1.2679887
0.06708836,-0.023108475,0.035306342,-0.1936725,0.13661307,-0.20159641,-0.122920856,0.069338456,0.42085472,-0.24525611,0.1240681,0.21667911,0.14070587,-0.014239771,-0.3079064,-0.019260835
-0.20927498,0.33601063,-0.32669184,0.1502242,1.0034688,-0.31109658,-0.36080196,0.54895335,-0.70131195,1.0756556,-0.075952195,0.22828296,0.29062575,-0.71831214,0.65479255,0.037070144
-0.34824625,0.5439593,0.11966632,-0.3680794,0.43596083,0.43045294,-0.11033694,-0.70635927,-0.12870489,0.36093122,-0.23545268,1.2692139,-0.443505,-0.886389,-0.51143485,-0.026319852
-0.39543337,0.31949735,-0.30147362,0.94673413,0.94727737,0.26235232,-0.3877623,0.054110896,0.32950556,-0.15178104,-0.23269546,0.59686524,0.42938107,-0.6388386,-0.26854947,-0.4639575
-0.12784606,0.2511467,-0.37522677,0.47681478,0.7172006,-0.3574929,-0.14081676,0.27749658,-0.33646464,0.4704428,-0.03933392,0.18846445,0.1747616,-0.7594967,0.070251375,-0.13568145
-0.19047807,0.27099073,-0.29394954,0.57377785,0.62649643,0.12773466,-0.22905435,-0.033751972,-0.0003544365,0.26451826,-0.045570243,0.42139536,0.23825581,-0.67128074,-0.036846478,-0.2574978
-0.40568537,0.65642655,-0.2835616,0.38848704,0.7140077,0.61467856,0.49786556,-0.5875989,-0.004455974,0.15850784,-0.080967136,0.7031566,-0.85602486,-0.9715162,-1.2264887,-0.45974362
0.024928287,0.18704444,-0.22435156,0.41383624,0.4348185,0.21798627,-0.025952157,-0.029643092,-0.01042903,0.28948352,-0.0049529336,0.16814253,0.033896327,-0.44502407,-0.16341206,-0.3145752
0.030171929,-0.025766904,0.57210165,-1.0172163,0.1306645,-0.49304092,1.1336217,-0.6524822,-0.06846696,0.011018792,0.3115376,0.5225273,-0.86863816,-0.7177381,-1.0304853,0.44800237
-0.51745087,0.06798198,0.18728143,-1.0730954,0.15471965,-1.0190045,1.2308363,0.6865082,-0.40995938,0.016998814,-0.24603204,-0.60640615,-0.07655572,0.42583635,0.12894146,0.5737515
-1.1016276,0.049400553,0.9259728,-1.7535703,0.6762245,-0.44385505,1.9163809,-0.71550924,0.13964838,-1.0133655,-0.45725295,-0.54854167,-0.57490855,0.88537276,-1.3437806,-0.19320431
-0.09836651,-0.14958104,0.70451784,-1.3483336,0.3143585,-1.2261174,1.1842501,-0.1438832,0.55869746,-0.5927657,0.8214374,0.58974844,-0.6227102,-0.5420415,-1.3010094,1.0975186
-0.162506,0.41107243,-0.6061794,0.97913814,0.79645693,0.5856159,-0.8448519,0.02481188,1.0887107,-0.05880306,0.21077609,0.8447651,0.3574987,-0.9811345,-0.64477277,-0.5285665
-0.6098088,0.059737112,0.30400807,0.013270567,0.7381118,0.60407335,-0.07415186,0.11080007,-0.026575284,-0.54768777,-0.8566914,0.1391714,0.24596894,0.6359559,-0.15221918,-0.5108189
-0.18377611,-0.7448756,-0.30384654,-0.49510118,-0.2066658,-1.1094402,0.9663032,1.3328478,-0.45851934,0.47811055,0.19370915,-0.8331883,0.6045551,0.5988214,0.26745024,0.973084
-1.1906035,0.41762456,0.63968015,-0.43380287,1.0450844,1.3891492,-0.40220365,-0.3878351,0.8502339,-1.2248386,-1.3992333,0.8883028,0.3782573,0.95848006,-0.8419265,-0.6494605
0.0115730995,-0.052819815,-0.37187383,0.089075066,0.5508111,-0.23222333,-0.8778968,0.73166645,0.81051433,-0.056444116,0.49562934,0.35010615,0.51932687,-0.26597005,0.008369195,-0.019767674
-0.38055974,0.3257639,0.021383123,0.09180137,1.2134489,0.052486613,-0.8347189,0.5778824,0.0034562384,0.00980003,0.051113203,0.3909499,0.5463287,-0.18270694,0.48710686,-0.17323038
-0.04447242,-0.07110067,0.15507635,0.055357296,0.24126022,0.30229276,0.42800388,-0.29038727,0.50640213,-0.72064936,-0.07787377,-0.15617996,-0.042162646,0.38568768,-0.9422996,-0.4029077
-0.22446515,0.28756306,0.10784535,-1.2495626,-0.07727673,0.23686434,2.0615122,-0.53259856,-0.7747788,0.9376456,-0.17242728,-0.111016765,-1.6081812,-0.67971677,-1.2765294,0.081087105
-1.0471852,-0.5051466,-0.17784235,-1.6398554,0.15446292,-1.4912193,1.6734236,2.133292,-0.66421735,0.32309815,-0.20614447,-1.3060089,0.2647196,1.3672172,0.62569904,1.5274532
-0.41718933,-0.32758474,0.84124553,-0.47343895,1.1882927,-1.1995665,0.03025151,1.0887812,-0.044073187,-1.6049153,-0.5622871,-0.18775454,0.7550677,1.1477462,-0.21568835,-0.01690378
-0.15079989,0.24393208,-0.27855772,0.5799354,0.45875132,0.497167,-0.31873977,-0.015048243,0.33265892,0.18096131,-0.060526114,0.23147418,0.22210236,-0.35716635,-0.18758056,-0.42585412
-0.0069074915,-0.3553933,0.56664383,-1.5307435,-0.36560768,-0.8419701,2.2302415,0.18143757,-0.80547625,0.8137319,0.09697458,-0.3346353,-0.9594322,-0.4935829,-0.48552158,0.91474515
0.46088353,-0.8793173,0.18519804,-0.7205601,-0.23564076,-1.4454727,1.4645973,0.592687,0.961759,-0.5867823,1.5605096,0.2520655,-0.21775691,-0.6512433,-1.6421448,1.5586525
-0.21666062,-0.28631735,0.8087968,-1.4106917,-0.38330638,0.12784626,1.3452269,-0.5770514,-0.030431721,0.44145846,0.2760845,-0.1571373,-0.28510883,0.1054589,-0.34192508,0.6196955
-0.7186998,-1.9218667,0.75796103,-1.3343228,-0.96839815,2.6164188,1.2534796,-0.5108086,0.41011694,1.5899181,0.36232355,-1.6785613,-0.030384634,1.6138644,-1.461598,-0.054621715
0.067769565,0.06367486,-0.017082151,0.12307577,0.422754,-0.17630516,0.121762745,-0.2651734,0.14222755,-0.27285755,0.26071778,0.5142927,-0.52496105,-0.58358854,-0.7910832,-0.029843414
-0.3051038,0.27827555,-0.4003303,0.8935148,0.7004768,0.43864202,-0.18603668,-0.12140127,0.45241663,-0.083733045,-0.16582811,0.5722751,0.11440355,-0.5824767,-0.48479098,-0.41626668
-0.45193753,0.46027657,-0.1715078,0.3963359,0.8071275,0.21928582,-0.07607366,-0.12757483,-0.46868315,0.5078094,-0.2995894,0.51629424,0.122936785,-0.75257576,-0.024512464,-0.25155568
0.17762396,-0.12971942,-0.0860435,0.14917207,0.26899067,-0.30535015,-0.064160615,0.48150256,-0.26490286,0.26970133,-0.010675131,-0.18845877,0.2972979,0.08016189,0.29083103,0.09235474
-0.3663251,0.4526303,0.3937625,-0.7029509,0.4160374,0.45855162,-0.54065305,-0.41402104,-0.08194746,0.07376709,-0.28423056,0.7862085,0.04148086,-0.2426401,0.06473109,-0.13680851
-0.049269482,0.288864,-0.42166314,0.9018056,0.68165267,0.30438325,-0.07539675,0.15279314,-0.15969792,0.56656253,0.035983358,0.14820652,0.30493456,-0.6755229,0.0203155,-0.3752092
0.47965991,-0.4295282,-0.69451356,0.7104075,0.0357719,-0.023932429,-0.57553387,0.60086936,1.1563742,-0.14755675,1.063062,-0.17135902,1.0552391,-0.20863397,-0.7931289,0.03697157
0.18011767,-0.45082906,-0.19762783,0.23111816,0.06294595,0.34464458,-0.23954372,0.505493,1.0818807,-0.6765495,0.37352458,-0.25158942,1.0119048,0.7901798,-0.90826285,-0.062225085
-0.65366495,0.007818001,0.19595611,1.3650202,0.8731082,2.330574,0.4821117,-0.1973978,1.3833121,-2.2472227,-0.69735724,-0.039643016,0.4913985,0.9263636,-2.7736633,-0.97318906
-0.11392543,-0.04915688,0.21080741,-0.13338742,0.38060707,-0.16319478,-0.04439575,-0.042861193,0.4268965,-0.5808065,-0.17823003,0.29591554,0.232309,0.17488101,-0.48304382,-0.16864876
-0.35169354,0.19972685,0.18783851,-0.14269984,0.5282508,-0.43022043,-0.041054565,-0.21685264,-0.16949736,-0.2961501,-0.27117264,0.43195578,-0.08213531,-0.28884038,-0.20715886,-0.053570136
-0.027215676,0.4915128,-0.5593469,0.9184869,1.0562809,0.48312727,-0.91215,0.4988949,0.44490466,0.30903205,0.29892865,0.48018578,0.72647744,-0.8774886,0.114900894,-0.48232773
-0.94128805,-0.67502195,0.25118104,-1.087849,-0.28097194,-0.32220387,1.9554715,0.41444772,0.3686927,-0.42979547,-0.095182404,-1.2238717,0.51563025,1.5370158,-0.57316947,0.49822477
-0.04355713,-0.11413246,0.031592783,-0.033849075,0.009183192,-0.01190965,0.28735793,0.11410261,-0.13306881,-0.054548644,-0.21230996,-0.35268554,0.08816011,0.348074,-0.09336141,-0.14688593
-0.3796491,0.24933678,-0.042765535,1.5882055,0.75999385,1.7202294,0.22577612,-0.29174623,0.61219764,-0.4309448,-0.022468936,0.24696623,-0.046260513,-0.31867805,-1.5500733,-0.74184185
0.109450564,0.12547958,0.0027384628,-0.11579034,0.13895786,0.11904441,0.124954104,-0.02957458,-0.47654065,0.7498672,-0.10200935,0.16046925,0.01334956,-0.4228483,0.22759356,-0.06136021
-1.4104221,0.119623,1.7285116,-3.1486137,1.0477513,-0.7839672,0.96998125,-1.0302473,1.5868194,-1.6179196,0.58326834,0.98842436,-0.11998091,0.46556562,-2.0326235,1.0158118
0.01917281,-0.22371215,0.24968003,0.21991304,-0.11340366,0.6906423,0.20106389,-0.49050552,0.48729694,0.40867212,0.3715564,0.1485959,-0.14065182,-0.3197218,-0.7444201,-0.08059922
0.01574248,-0.023247633,-0.07093859,-0.38463083,0.0931941,-0.8757472,0.33310744,0.8655714,-0.3339815,0.17354877,-0.01073838,-0.2042282,0.03851988,-0.010031853,0.3210981,0.56628996
-0.41044533,0.5947202,-0.09980035,-0.929081,0.18100515,-0.4974748,1.4477179,0.14873458,-1.1939423,0.684819,-0.59075165,-0.2742911,-0.8531721,-0.29407573,-0.23873185,-0.024224577
