feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7
0.07694528,-0.1457702,0.7544885,-0.08587985,-0.18296956,-0.1270007,-0.51858,0.028128127
1.483537,-0.31435162,-1.087334,0.42008916,-0.46038863,0.16121869,0.6435355,0.36934516
0.07795605,-0.75121176,0.19982699,-0.0077640023,-0.49963948,-0.4581352,-0.22545333,0.060794286
0.032764256,-0.26253337,1.4245205,-1.1386433,0.20733471,-1.0228741,-0.7102557,0.50761425
1.1193526,1.0865042,-0.5755262,0.7922588,0.45457932,0.6754733,0.36575946,0.26693845
0.9328467,-0.15435718,-0.9921903,0.7552405,-0.32517332,0.319517,0.17319413,-0.024604438
0.73738104,-0.32410485,0.60894406,0.15257661,-0.3766881,-0.3571634,-0.19454649,-0.4141971
0.6815962,0.6703621,-0.317417,0.8453116,0.4453131,0.67779595,0.2691365,0.35042125
-0.005626822,-0.40780464,0.17309505,0.03427225,-0.29823703,-0.23957537,-0.23754133,0.008729556
-0.012555758,0.23513378,0.26862788,0.006880885,0.39657024,-0.19005565,-0.3434873,-0.55839866
-0.25575283,-0.73108417,-1.1424522,1.0433726,0.74204475,-0.5424339,-0.32005423,-0.78741497
-1.4664197,-1.4888134,1.2180874,-0.026455058,0.16940959,-1.7493705,-1.501596,-0.3729295
0.30699915,-0.6890366,0.7228279,0.41772875,-0.24089657,-0.04312165,-0.19478633,-0.2878328
0.6721485,0.37523696,-0.5414278,0.5641752,0.113505855,0.4664017,0.3125852,0.33467367
0.3012714,0.08234758,0.9597605,0.33606824,-0.45193565,-0.3795197,-1.9087136,-0.63394177
-0.4350961,-0.7608626,0.6860804,0.031067574,0.08952528,-0.8946194,-0.52032465,-0.86036366
-0.5102181,-0.3530056,0.33858645,-0.12845333,0.91638285,-1.4625862,-0.09113547,-1.7232625
0.23904419,-0.08461436,-0.36567014,-0.8025573,1.4383146,-1.4423107,0.30798754,-0.48362416
1.183002,0.23300903,0.4305527,0.20334548,-0.26591086,-0.14270322,0.16699097,-0.10622815
0.13475345,-0.009209323,0.0079825735,0.20502464,-0.042298503,0.10362176,-0.04773989,0.027404634
0.57499737,0.64160913,-0.3206126,0.5687745,0.7061545,0.49911082,0.34794682,0.22114798
-2.453043,-1.5211692,0.37820938,0.53912467,2.0986402,-1.2021588,0.7251672,0.70182246
0.56583065,-0.37819418,-1.3356445,0.65864444,-0.4601891,0.15513454,-0.09697906,0.1249165
0.26752338,-0.25802392,0.89609104,-0.49077943,-0.35388717,-0.39521563,-0.49620473,0.2383028
0.8088301,0.093067095,-0.3214542,0.08662288,0.0022648326,0.11706472,0.4919409,0.17012154
-0.3934046,-0.24298953,-0.08654663,0.49427983,1.2889081,0.07232373,0.2213568,0.16304581
-0.8144176,-0.24629933,0.28757453,-0.5774406,1.7491978,-1.0371424,-0.11358332,0.5419639
-0.041462548,-0.018017983,0.23433349,0.017027749,0.50077885,0.11267423,0.030789277,0.04137964
0.32631743,0.10705984,-0.7948217,0.62674755,0.3525254,0.08950573,-0.34945077,-0.35632628
0.06541419,-0.034382608,0.105300315,-0.051721435,0.13729297,0.031435695,0.09486699,0.079969235
0.35569385,-0.48927075,0.19775982,-0.68594205,-0.4001133,-0.7564974,-0.29375756,0.3436846
-2.1062891,-1.3077171,0.34414643,0.6272218,1.480013,-1.370902,-0.18159069,-0.27978173
-0.62819964,-0.5721429,-0.15261689,1.1638057,0.9799931,-0.5090485,-1.1290817,-0.7704253
-1.885293,-0.53040224,1.5388958,0.46712887,2.1167276,-3.47192,1.6766422,-4.9423666
-0.19882391,-0.23456736,-0.28456318,-0.03351296,0.11761891,-0.23844138,-0.039309517,0.6811605
0.5650235,0.55854464,0.09323934,0.62397236,-0.008472673,0.43183768,-0.22062251,0.11731707
0.13416006,-0.18860814,-0.13230196,-0.1285927,-0.21105964,-0.35614163,-0.4545989,0.0008734588
0.13178247,-0.14588268,-0.2688798,-0.0482251,0.15627927,-0.069943294,0.15059131,0.46067888
-0.74980056,-0.61024064,0.65022486,-0.98799074,0.48724267,-1.777012,-1.2379215,-0.7792979
-1.7030225,-0.10228681,-0.87717456,1.893037,1.6731435,-0.24774654,-1.0098393,1.7183301
0.27130148,0.20190088,-0.22490558,0.3870577,0.21226345,0.24681935,-0.00014598023,0.013383861
0.16458765,0.16366728,0.015697198,-0.47290906,0.32280907,-0.6317619,-0.43634677,-0.34181806
0.4868837,0.9238467,0.18102872,0.25340638,0.34080443,0.10421943,-0.38812357,0.31828463
0.9920916,0.20448935,-0.8010995,0.09567197,1.5380331,-0.7247644,0.4735522,-1.0245762
-1.3817419,-1.0566804,-0.27586496,1.5586694,0.49401057,-0.2519567,-0.87165374,-0.34437212
0.24412817,-0.2229521,-0.40673614,0.53240937,-0.23679166,0.049780026,-0.24074697,-0.17208694
0.30527493,-1.2221493,-1.9067087,1.0620428,-0.57060105,-0.050254475,0.29527634,0.05557408
1.4490743,0.07061624,1.8368416,0.7295642,0.8512106,-1.4829925,0.8406338,-2.2840085
0.3846319,0.21008375,-0.690173,0.04840176,0.041587222,-0.07330365,-0.18219443,0.33082932
-1.2146329,-0.3121491,0.39566436,0.33250675,1.363451,-0.66368985,-0.59802395,0.26159075
-2.7391155,-2.1131856,-0.053809136,0.48431006,0.51073706,-1.9869031,-0.6909172,0.7976556
-0.06855282,-0.6454381,-0.18041044,0.105551004,-0.29933152,-0.39908928,-0.21895257,-0.08545745
0.40338883,0.68049663,1.1607885,1.1543261,0.26148087,0.90233266,-0.4220572,-0.052243453
0.7893101,0.09516296,-0.70215946,0.79915357,0.895264,-0.17200069,-0.11198791,-0.94605404
-1.6230742,-0.5031292,0.40011707,-0.76944774,1.9412904,-1.6795152,-0.7209136,0.8503298
-2.0433557,-2.0999737,1.2640977,-0.42698142,0.3226739,-2.7689712,-1.8013061,-0.30587012
0.7144199,-0.39387986,-0.6039895,0.77242416,-0.47994915,0.019293152,-0.44067878,-0.49340367
-2.2269135,-1.43263,-0.4304785,1.2362863,1.1494156,-1.1124493,-0.5676375,-0.06571219
-0.5346,0.39717615,-0.07782899,0.47466266,1.652538,-0.21553074,-0.20060614,1.028624
1.0796624,0.15887523,0.4609435,0.09126128,-0.10630055,-0.060377438,0.5036525,0.07017466
0.29423052,-0.15184335,0.32804173,-0.55724114,0.261664,-0.42005724,0.23301657,0.69955957
0.6899527,-0.09344637,-1.1922119,0.46374574,-0.22445737,0.23416398,0.17138854,0.20121258
0.6165677,-0.34215397,-0.1545983,0.296489,-0.35493585,-0.00071663904,-0.086251915,0.09520059
-1.9573065,-1.4879777,-0.5689451,1.1806308,0.5610344,-0.8455967,-0.03128416,0.9779818
0.15424785,0.15148623,-0.25249094,0.16191633,0.19393714,0.07893997,-0.10112607,0.057363372
0.6328392,-0.95612955,-1.0145153,-0.2756264,-0.43523565,-0.66576964,0.40189862,0.43928444
0.842959,-0.118408695,0.24470793,-1.0152729,0.085325174,-1.000711,0.07027219,0.043641508
1.1310041,0.20213114,-0.46647206,0.18609776,-0.4241497,-0.15064155,-0.19423014,0.10128675
0.64969164,-0.3579114,-0.42972675,-0.3528612,-0.37470576,-0.51648647,-0.019825518,0.6066583
0.8315797,-0.075756244,-0.29031405,-0.0682555,-0.24434812,-0.24176162,0.12598681,0.18237045
1.0907962,0.025127623,1.1626004,-0.7630954,-0.3376132,-0.7310701,0.25166297,0.30504948
0.4750357,-0.22060771,0.030341757,0.029411143,-0.17362438,-0.06785766,0.058788538,0.065926425
-0.046988904,0.07671081,0.940337,-0.8579132,1.0276402,-0.68086714,-0.01743416,0.32172266
-1.1415019,-0.9332605,0.1774871,0.18058422,0.55883205,-1.033577,-0.5797911,-0.011796362
-1.353658,-0.18323335,1.4650369,-0.3078848,1.103312,-1.3212928,-1.0633279,-1.256645
-0.3324404,0.5282011,0.7405229,-0.9514765,1.606933,-0.9169684,-0.82138836,0.5345093
1.4656984,0.65447253,-0.53663063,0.3976197,-0.11098035,0.24542563,0.56679314,0.24889404
0.20923159,-0.29275835,-0.29852614,0.7938167,-0.2778847,-0.23314846,-0.97039145,-0.9587045
-1.2037675,-0.9817724,-0.62207454,0.7616107,0.44476312,-0.425814,0.13200812,0.7754932
0.5755399,0.58537596,0.03683108,0.5907429,0.26410362,-0.23176357,-0.9475157,-1.742581
0.6489217,0.3098709,-1.1784143,0.38651234,0.39838392,0.23910956,0.17288631,0.27132767
0.7575342,-0.27881634,-1.5590549,0.2865384,-0.25918728,-0.25178927,-0.0057473117,-0.104845546
-0.06584096,0.21510653,0.58300525,0.49520344,0.27711523,0.0050036055,-0.64555293,-0.4126352
-0.14734355,-0.83108747,1.8318075,-1.1247816,0.2699723,-1.110487,0.22088581,0.6294379
-2.2070858,-1.4691385,-0.24785766,0.58273584,0.8732386,-1.4536258,-0.54047614,0.6414123
-0.27289882,0.3590917,-0.8927706,0.7493013,0.1560392,-0.39614284,-2.1836996,-0.1962463
0.80011266,0.06853717,-0.31493452,0.4461685,-0.07456268,0.21309088,0.24464485,-0.10267965
-0.9843721,-0.80490243,1.1853178,-0.9247249,0.9180028,-1.2571714,0.2297262,0.7161952
-0.44529772,0.7174387,0.72324204,-0.31034106,1.8234892,-0.3793678,-0.043344583,1.4685956
-0.78066194,-0.25579205,0.8259245,-0.21078302,1.4460922,-0.7548819,0.2718606,-0.18282135
-0.8640886,-1.0540183,1.9353373,2.3141236,1.6106825,0.60000926,1.674225,-1.0903815
0.45749658,0.22905757,0.2861858,-0.37951812,0.055675328,-0.3091495,-0.096661866,0.45247352
1.0507536,0.257648,0.041261613,0.128553,-0.28233978,-0.15250763,-0.047411688,0.08028718
0.843763,-0.39862037,-0.12311013,-0.2748444,-0.31896445,-0.59632677,0.078332335,-0.0074017057
-0.17833309,-0.66809607,-0.6609675,0.4456237,-0.25278816,-0.069819055,0.02207747,0.1713236
0.5570446,-0.27342755,-0.47866243,-0.2886429,0.26522917,-0.8288027,0.045550928,-0.62526566
0.78288573,-0.4459905,-0.19212106,0.078418046,-0.43954495,-0.16564494,0.11687054,0.2649759
0.6645818,0.7056463,-0.48603076,0.98553914,1.0624617,0.69060606,0.3450625,0.4679314
0.4391393,0.74147004,-0.32144666,1.6054115,0.522117,1.0458547,-0.38588628,-0.07323104
1.1699678,1.546782,1.8362164,1.7601159,-0.044893477,0.8772926,-1.1616429,-0.8091919
0.108691104,0.3758269,-0.13658234,0.36032706,0.060389556,0.16596912,-0.48834398,-0.19645366
0.30567154,-0.03635049,-0.12650195,-0.3393132,-0.1000924,-0.48145273,-0.42326882,-0.0039312085
1.4703925,0.090016074,-1.1118903,0.40875253,-0.2097647,0.179631,0.6182479,0.20708485
-1.8234687,-0.7944729,0.5413788,0.90086335,1.3379717,-1.120176,-0.90625113,-0.6175304
-0.33919245,-0.48772725,-0.050955087,0.48322916,-0.08758276,-0.23325102,-0.48299313,-0.110216096
1.3853334,0.7899708,1.4236584,1.0379859,-0.21393274,0.27232298,0.046369977,-0.022523677
0.14444458,-0.6862028,-0.19648242,-0.10744232,-0.07793123,-0.5192006,0.115965374,0.038068645
-1.2904464,1.528681,0.7415509,-1.0980272,3.2863357,-1.5263045,-1.4420338,-1.5267243
0.4912037,0.16833135,0.5856497,0.37407973,0.48204574,0.29671827,0.4452132,-0.023997089
-0.35046485,-0.51036704,-0.50720936,-0.10045165,0.079705864,-0.4599816,0.046564914,0.5957156
-0.4143978,-1.255244,0.81152004,-0.8069249,-0.27548724,-1.3363924,-0.15962887,0.22066678
-0.6920442,-0.38800606,0.21382129,0.66217846,0.51756334,0.25034755,0.340029,0.44082162
-1.8867042,-1.2914034,-0.4925637,0.73857415,0.99077415,-1.4973053,-0.26807746,-0.61188304
0.23525232,-0.50100815,-0.2244072,0.18294317,-0.37718192,-0.20466776,-0.2296469,0.0038894278
-0.6790095,-0.49773228,-0.08022116,-0.12946181,0.16270345,-0.59290576,-0.14719291,0.49889943
0.14294696,-0.121982805,0.87607133,-0.8863029,0.32016614,-0.6955522,-0.5284611,0.6476603
-0.34502295,-0.38265046,-0.56195253,0.65804684,-0.11685166,-0.17959979,-0.85791403,-0.050152957
0.4827717,-0.030243484,0.2700702,-0.34006152,-0.05900775,-0.35578942,0.015148363,-0.12380942
0.47475663,-0.40759954,1.2964221,-0.057263378,-0.060226005,-0.9275844,-0.27322847,-0.7712662
0.3630592,0.19905727,-0.029350476,0.15126057,-0.13496512,0.0633309,-0.16336764,0.040363632
0.027028387,-0.93844867,1.4408782,0.3872816,-0.76258814,-0.5585917,-1.0577309,-0.39130065
0.8034263,-0.08630733,-0.71345395,-0.18337487,-0.19501255,-0.2819445,0.10216408,0.28315043
0.44705227,0.10516917,-0.6184208,0.7421461,-0.019819885,0.43719637,-0.023658866,0.00032668115
0.5760119,0.38729483,-0.43797296,0.41480044,0.20787668,0.40854377,0.3172761,0.41500008
0.23134196,-0.19396523,-0.5207498,0.55562896,1.0160427,-0.69388354,-0.45430157,-1.1688682
-2.8939815,0.2804131,2.210132,0.60187215,2.1688929,-1.8816006,-2.735129,-1.2065871
0.72670794,0.3544445,-0.02776227,-0.72367716,0.3521107,-0.77104145,-0.08879996,-0.5781495
0.2529356,0.14345472,-0.1557144,-0.05025066,-0.08895662,-0.19282511,-0.5951257,-0.21389753
0.3295212,0.56724703,-0.18569864,0.11434391,0.4277734,-0.17447324,-0.45410547,-0.5764975
0.3646523,0.32926673,0.009387368,0.20261122,0.26695848,0.26391682,0.24551038,0.2322877
0.24798462,0.37672895,1.1807204,0.8844679,-0.083915256,0.09095338,-1.2465968,-0.37673277
0.70190066,0.3474623,0.42373016,-0.09494752,0.1432905,-0.11375264,0.3948151,0.36616945
0.51081896,0.36633033,-0.69408405,0.81295973,1.4150612,0.61289066,0.587107,0.240051
-1.0947623,-0.5472864,0.6066293,1.4245163,1.181387,0.07912694,-0.32881314,-0.6252509
-0.08325742,-0.008633408,0.27525613,-0.61540705,0.5249468,-0.61630625,-0.41511548,-0.13382223
0.46752128,-0.7178366,-0.91379124,-5.2171476e-06,-0.45799994,-0.59107286,-0.0882841,-0.06384329
-0.8396223,-0.10437219,0.41554183,0.17108372,1.0070351,-0.33468142,0.051741146,0.9124632
-1.3339939,-0.50380725,0.4984131,-0.6119096,0.71252614,-1.3002675,-1.583972,0.8353085
0.7206486,0.48414648,-0.45659176,0.12381864,0.19302961,0.08406366,0.18872519,0.37532115
-0.4014905,-0.21685974,-0.12350433,-0.33850652,0.6899104,-0.7861007,-0.5368391,-0.011536515
0.35144296,-0.581332,0.25286907,0.04597741,-0.54801774,-0.4088455,-0.48593125,-0.070023805
1.1230888,0.4017189,0.7327383,0.8193137,-0.448867,0.059789963,-0.2073842,0.008190312
0.89333624,0.5844926,-1.0593394,0.39679947,0.5220594,0.3174035,0.3413813,0.50627667
0.5977178,-0.034749147,-0.31126502,-0.260936,-0.08062295,-0.2412697,0.04451489,0.30293584
0.6964965,-0.17002423,-0.7052255,0.112988845,-0.24588084,-0.025765039,0.22041482,0.31359553
1.2646322,0.6202481,0.15898186,0.04740088,-0.19539525,-0.1823417,-0.08287389,-0.2510351
0.6351022,-0.5437999,-1.2837331,0.6489975,-0.15801448,0.17723706,0.37601376,-0.022468006
0.48646584,-0.065037385,-0.21378955,0.9266878,0.034956302,0.47086984,0.062235452,-0.30451226
-0.23394343,-0.51564467,0.044777352,-0.35441437,0.15347414,-0.68857056,0.1579466,0.039436646
-2.225857,-1.9807061,-1.0749292,1.8531882,0.22996093,-1.0257939,-0.77164227,0.071522065
0.4644774,0.05413818,0.4806141,-0.49568138,-0.22261845,-0.499775,-0.26448223,-0.04802596
1.4154515,-0.048618507,-0.7687658,0.2451124,-0.42595747,-0.1977479,0.10822227,0.0062673884
0.44436362,0.6165639,-0.23402497,0.59272164,-0.002044111,0.32051146,-0.6853195,-0.4647578
0.991108,1.8283105,-0.7202487,2.511781,0.5691953,1.7879182,-0.4638893,0.07043089
-0.22259918,-0.26182455,0.061362997,-1.1634663,0.5356905,-1.2884954,-0.66695076,0.56021965
-1.3490452,-1.4217877,0.45396036,-0.25779065,1.1790944,-1.3376559,0.8920097,0.25408685
-0.8389964,-1.3753536,-0.6963307,0.33326593,-0.23804037,-0.7253797,0.32094836,0.60372573
0.35914162,0.0019505011,-0.14080712,0.32604077,-0.23387058,0.046145722,-0.4467898,-0.09047519
0.9414278,0.082443215,-0.18745032,0.50620675,-0.55706096,0.06484578,-0.56420153,-0.096093334
0.05981116,0.030559994,0.27564555,-0.5049532,0.29755038,-0.5461007,-0.49340507,0.41880658
0.56187075,-0.48718917,0.47138855,-0.36034912,-0.27939627,-0.33542684,0.25158408,0.35483402
0.030486109,-0.2084911,0.5169348,-0.7089859,0.25813043,-0.65998876,-0.22145267,-0.030556334
0.08090542,-0.11587973,-1.1258066,0.9735127,0.31296727,0.3442372,-0.318579,-0.13245952
-1.0018494,-0.98909056,0.2785189,-0.311378,0.33015317,-1.2891538,-0.2568783,-0.003168768
0.9212329,-0.611984,-0.32733047,0.5491241,0.15028238,-0.2002649,0.69543165,-0.74397546
0.24223521,0.09134574,1.9143872,-1.9948205,1.2359476,-1.458359,-0.47142723,0.8924263
0.79551035,1.2101536,1.3604674,0.14581342,1.1721753,-0.37693912,0.5868489,-0.5755498
0.7590236,0.1330586,-0.5363953,-0.17572384,-0.090757966,-0.10864694,0.1376049,0.3916363
0.9526085,-0.619094,-0.8428387,0.42269436,-0.45232648,-0.0842023,0.33017147,0.0820515
-1.0191107,-1.0106621,-0.61997926,0.5815417,0.5598669,-0.40621653,0.4617607,0.67534626
0.9432588,0.13638243,-0.867565,0.44639397,-0.34023675,0.020011123,-0.3110884,-0.3310699
0.9682775,-0.5709917,-1.23559,0.63671035,-0.61471015,0.010295068,0.080413826,0.036690183
1.3065611,-0.5491783,-1.4996138,0.0058179963,-0.3778311,-0.52200466,0.33815718,-0.10399824
-0.7149312,-0.3789923,0.83437234,0.034491356,0.57403827,-0.45680833,-0.085700125,0.29818714
-0.6748802,-0.37717304,0.50022703,-0.9145916,1.4014782,-1.3216281,0.64963835,-0.12789749
0.7892259,1.2222507,1.6466546,-0.5408112,1.3968372,-0.978636,0.38077575,-0.8506438
1.1853929,-0.19563945,-0.639782,-0.55603546,-0.5714792,-0.93837684,-0.6505457,-0.13562573
0.7200908,0.06172579,1.0102136,0.6297651,-0.030499674,0.04888502,0.01732806,-0.342293
-0.082611814,-0.5963966,-1.1110809,-0.16736974,-0.13215055,-0.5254207,0.0038821911,0.68515456
1.4669218,0.5245779,0.43126062,0.97130924,0.09864797,0.57580495,0.7279923,-0.122923836
0.5903004,1.1001568,1.1816192,1.2819418,0.37986484,0.9608267,-0.44898644,-0.046775848
-0.1146577,0.18028058,0.016301634,-0.3337093,0.6226666,-0.37796164,-0.22669582,0.037100464
0.15480542,-0.9285072,0.12761772,1.6488528,2.0834649,-1.4941523,-0.118058614,-2.8533828
-0.09814888,-0.12321258,0.6307628,-0.6465784,0.49096987,-0.60905087,-0.3953789,0.36596856
-0.016276143,0.17924197,-0.07939268,0.3069707,0.4424514,0.19627714,-0.03651177,0.24052861
-1.3339672,-0.46020746,0.28146636,1.3946667,1.527613,-0.3675118,-1.1780361,-0.43175584
0.73415023,0.20360129,-0.36340258,0.030494707,-0.19320947,-0.22475302,-0.28814936,-0.14736317
1.0956506,0.12868483,-1.2779815,1.6129994,-0.21788082,0.7077983,-0.30568862,-0.7537534
0.36565903,-0.012651506,0.38868833,-0.42936644,0.32073298,-0.5171994,0.2513007,-0.18594263
0.7480792,-0.42708346,-0.9281177,0.10675467,0.2891066,-0.3304663,0.6881392,-0.3301389
-1.2147502,-1.8413945,0.04874091,0.83884007,-0.4846615,-0.99095136,0.025881087,-0.22320995
0.9518098,-0.019767806,-0.36827508,0.3688297,0.10247686,0.05889741,0.4430517,-0.2843976
0.8127324,-0.2277831,-1.1934133,0.13055429,-0.015419162,-0.12439329,0.33861408,0.10365785
0.9748383,-0.10868222,-1.4998722,1.0729549,-0.5020289,0.5079599,-0.027871484,-0.03424409
0.476981,-0.10505961,-0.32711682,-0.56582147,0.081586696,-0.79745966,-0.12765926,-0.17683168
1.0133839,1.5703049,-0.8834508,0.9849419,0.6545151,0.61720234,-0.27702624,0.5752557
0.84676266,0.35236406,-0.2495712,0.32706463,-0.07041333,0.14226073,0.27147797,0.12504716
-2.2252684,-0.3924655,0.10127944,0.76232046,2.6648488,-1.6780268,-2.1092043,-1.5676651
-0.05149534,0.69470125,-0.35958812,1.0396707,0.5425272,0.48962402,-0.8738808,0.338001
1.153954,1.7000806,-0.1404559,2.2710469,0.39793813,1.541953,-0.37240964,-0.050337404
-1.2771633,-0.7286677,-0.25901002,1.0786263,0.53106284,-0.4388029,-0.6996674,0.0457483
0.61295277,-0.013601436,-0.19080217,0.08875282,0.9466385,-0.50609344,0.34313977,-0.60413116
0.5092221,0.4393323,0.3434275,0.4324299,-0.060712785,0.3145218,-0.11710593,-0.0087967
0.13066402,-0.20036237,-0.28005317,-0.0006236675,0.5282742,-0.25433648,0.07022388,-0.09511618
-0.014226703,-0.46762598,0.02885458,-0.12204099,-0.14681463,-0.37439913,0.04006125,-0.03117255
0.008049788,0.32851747,0.9691903,-1.3296199,0.8442278,-1.4441162,-1.2652987,0.17664315
-1.3084197,-0.9794454,-0.022958456,-0.044805985,0.33678874,-1.1199929,-0.26086557,0.543566
-0.07023201,-0.356329,0.22940458,-0.11144482,-0.090007484,-0.34960297,-0.29820585,0.013143123
-0.38320887,-0.48388422,1.0068251,-0.5201307,0.27341938,-0.57155514,-0.3320459,0.6064608
-0.19198518,-0.43661293,-0.16797122,-0.14728455,-0.1333869,-0.37704122,0.043988932,0.32235566
0.20786123,0.029217754,2.292548,-0.1118069,-0.31921673,-0.3779971,-1.2338144,-0.20657001
-0.36951157,0.07327754,-0.19891492,-0.32650933,0.47697094,-0.6894328,-0.928881,0.17661552
-0.55162627,-0.5263946,-0.3038671,-0.3364896,2.0195727,-2.1415884,0.8305862,-1.7823638
0.18706837,-0.56900436,-0.5227263,-0.08341484,-0.23226152,-0.60358,-0.16348353,-0.08559367
-0.8695392,-0.16024569,-0.14355876,-0.06613627,1.0753871,-0.5946534,-0.15639296,0.26783842
0.8011293,-0.12646864,-0.6999232,0.44329712,-0.15040945,0.22368573,0.40887398,0.12025013
0.39685374,0.605595,0.24558553,0.5559028,1.097541,0.85510474,0.7207051,0.107925236
-0.79844046,-0.81439453,0.22856621,1.3090471,0.4122225,0.025592208,-0.2360056,-0.2132093
0.18701756,-0.4807456,0.21072735,-0.46185407,-0.32778868,-0.74604625,-0.34151638,0.01061193
-1.038368,-0.5864783,-0.46754473,1.1612197,0.46282232,-0.38909924,-1.1498795,-0.25474495
0.32532957,-0.141292,0.2486425,-0.08904209,-0.19309072,-0.15111949,-0.120012105,0.031214688
-0.6933265,-0.40647173,-0.7953013,0.5838888,1.1372875,-0.1884415,0.20397988,0.7895322
-0.5118675,-1.1033843,-0.18254153,0.3353617,-0.30258685,-0.7246205,-0.3435432,-0.26704302
0.48458073,0.08422706,-0.62702817,-0.028133316,-0.10488898,-0.22417484,-0.25229624,-0.16723658
-0.5186463,-0.27728456,-0.29611734,0.43060586,0.2999426,-0.043887433,-0.16627651,0.5180354
0.16531292,0.4865143,0.26173326,-0.76020795,0.6818718,-0.78561753,-0.7529095,0.04282569
0.44703016,0.3920287,0.1712411,0.52874017,-0.24081206,0.40969718,-0.4344819,-0.006563722
0.8624601,0.54963803,0.45019287,0.904702,-0.05164881,0.65006936,-0.057788126,-0.21317011
0.3926989,-0.6503365,-0.8054365,0.31347245,-0.49573302,-0.16913761,-0.07385748,-0.025266578
1.2537444,0.09783886,0.91627383,-0.7309213,-0.39434382,-0.74741155,0.16712494,0.32271332
-0.31983408,-0.6768712,-0.39368832,-0.11246787,-0.08574008,-0.5173702,0.17799187,0.4765715
0.41272458,0.46526325,0.80645347,0.4442666,0.28818268,0.43082106,0.082639016,0.22952391
-0.1401206,-0.14093362,-0.49889424,0.5879874,0.565891,0.14855109,0.06642497,0.528489
-0.5642014,0.7669867,0.68099535,0.05075163,1.0905508,-0.060669225,-1.2925618,-0.2135075
0.2303255,-0.20372643,0.26810992,-0.27384818,-0.16419537,-0.28245488,-0.18483576,-0.0074009085
0.7201186,-0.12239149,-0.6705185,0.2524124,-0.19500911,-0.078424715,-0.07520658,-0.22698048
-0.84726757,-0.025506165,-0.39270595,1.5137875,1.2692596,0.3781871,-0.6379246,0.3814969
-0.100960694,-0.26503378,0.061418824,0.19259953,0.11690535,-0.038019676,0.05664301,-0.15617342
-0.7527911,0.5036619,0.41936234,-1.2529364,2.3474581,-1.3915176,-0.24676727,0.24651694
-2.1263754,-0.93332726,-0.4998378,0.95720476,1.2849797,-0.8910717,-0.35168204,0.94116694
-0.3000457,-0.87141776,0.28525355,-0.059769567,-0.093079984,-0.8794055,-0.5853916,-0.5234048
0.7146629,-0.018589564,-0.012887501,0.86665255,0.2374584,0.75586325,0.47403705,-0.17134832
-0.13271177,0.63208556,0.9774824,-0.023431582,1.4026567,-0.09531326,-0.02604861,0.3214985
0.30603686,-0.21733457,-0.67924935,0.1065135,0.36092943,-0.07875919,0.3090813,0.030901609
0.73526925,0.2839316,-0.43581173,-0.23358674,-0.09622808,-0.37504247,-0.36837435,-0.34207124
1.5007749,0.63901705,1.5574875,0.03636043,-0.57458067,-0.32710087,-0.3615084,0.16440876
