feat_0,feat_1,feat_2,feat_3
-0.31025723,0.782349,-0.4487658,-0.41453642
-0.49275693,-1.2911186,-0.96017003,-0.50165343
-0.5863899,0.44986364,0.24976037,-0.2925144
-1.5310917,1.2020283,0.5374251,0.06907603
-0.14912336,0.15931487,0.39502576,-0.7012738
-2.10636,1.2818964,-0.028707623,-0.39010113
-0.5778042,-0.24962094,0.20418054,-0.6086885
0.33326045,-0.59953696,0.46021137,-0.71474147
0.4673983,-0.36617935,0.28934902,-0.753687
0.31022084,-0.44938925,0.43567413,0.6953094
1.3497187,-0.7721356,-2.0723,2.4411528
-0.4222805,0.43126222,0.40476418,-0.022418503
-0.23765385,0.23561889,0.2829024,-0.8411052
0.19371763,0.20475976,0.5852382,-0.29065484
0.34782717,-0.0053111915,0.1680584,-0.47444993
0.23842758,1.234151,1.1009388,-1.1026082
0.05490048,0.26186734,0.24981631,-0.4368186
1.2476228,-0.92255354,0.33765313,0.04726028
1.1849569,-1.4869002,-0.5844263,1.488977
-0.24177639,0.49065647,-0.18754138,-0.15725702
-1.2937868,-0.48608422,-0.065191746,-0.60159343
0.36196646,-0.49088886,-1.294767,-0.33277404
-0.51249224,-0.19419722,-2.1291053,-0.37578496
0.21842599,-0.18917838,0.34260872,-0.61019826
-0.21086946,-0.00745415,-0.59811735,-0.068237975
-1.4188225,0.62236476,0.087519705,-0.706057
-0.3858392,0.9204949,1.5326854,-1.3380628
0.6558709,-0.73812366,0.3353383,-0.7424705
-0.39546144,-0.03960028,0.057125464,-0.41476488
-0.3896444,-0.41662523,0.261,-0.7219238
-0.4629164,0.66597486,1.2568783,-0.9410129
-0.45465526,-1.0062182,0.23018467,-0.55522156
0.3599827,-0.17461614,0.82154286,-0.33089998
-0.7362411,-0.03662368,-0.4919551,-0.05726924
-0.8739543,-3.532477,-3.3904262,0.015574876
-0.78957915,0.69022024,0.24937886,-0.4610707
-0.86764246,-0.095238075,0.97267836,-1.0149812
0.36957762,0.23910448,0.9930239,-0.91686904
2.5620236,-0.9908658,1.7442576,-1.1613959
-0.31311962,0.2902871,-0.8598498,-0.33211333
-0.5217408,-0.2635634,-1.5445875,0.5231765
-1.206877,-1.5397666,-1.9851719,-0.77227074
-0.29338226,0.16722892,0.5464552,-0.88576543
-0.3863198,0.4764215,1.127525,-1.4643434
-0.18241411,0.33208528,-0.30848828,-0.31266806
-0.9292963,0.41806838,-0.05469832,-0.29817632
-0.47558656,0.6133797,-0.20448524,-0.14341179
0.42436132,-1.4223584,-0.099584326,-0.2804482
-1.0145706,-0.22723341,-1.4617618,0.090346605
-0.49920365,-0.020895518,0.9398991,0.24997556
0.15256402,1.5763785,-0.6496285,-0.16355006
0.44497472,1.0690303,1.1387957,0.30364037
-0.19200233,-0.11504541,0.22417362,-0.555895
-1.0235186,-0.6015918,0.47384316,-0.6179011
-0.2559387,-1.7773994,-1.7938706,-0.57953674
-0.5596314,-0.26543918,0.8910581,-0.9732857
-0.8026661,-0.79229426,0.5876068,-1.0393337
-1.0036216,-0.59910107,0.7443213,-0.7109337
-0.24953787,-0.09483254,-0.85535955,0.29751283
0.12434894,0.2820379,-0.5728768,0.5018132
0.2531999,1.3551476,0.7982217,0.49711227
-1.4037523,0.34313115,0.55213296,-0.99718064
-0.28126243,1.1081876,1.2718805,-0.558927
-0.74181294,-0.934677,-1.039428,-1.1422644
0.26111004,0.547388,1.6892856,-0.71623015
1.1335434,1.048831,1.4982988,-1.2039211
0.14284149,0.14999042,-0.16862762,-0.11910811
0.3289924,-0.8393993,0.9806081,2.5367572
-0.15280128,0.5499029,-0.39319867,-0.16479662
0.48318556,-0.43366483,-0.09407488,-0.26344368
1.2101227,-1.7320192,-1.1961817,1.2823857
-0.5363691,0.14220433,0.71740985,-0.6567321
0.40216884,-0.5665183,1.7216069,-0.68141115
-0.48926702,0.42038527,0.122100584,-0.039724108
-0.3153047,-0.3801317,0.5574723,0.017680425
-1.5814619,-1.4932042,-1.685544,0.41998073
-0.26130867,0.06051867,0.86923516,-0.25807232
-0.41284633,-0.66329753,0.2910806,-0.52145064
-0.2537817,-0.84653026,0.91068506,-1.2825168
-0.59668386,0.082767196,0.06861101,-0.18536119
1.454125,-0.5311136,0.7868533,-1.1165248
-0.06430799,0.03900412,0.70589215,-0.7143285
1.5320954,-0.9616933,-1.3646313,1.9280862
1.3152304,-0.8681516,0.1345112,-0.85124755
2.0262654,-0.24939793,2.0223732,-1.2270135
-0.25714138,-1.8168421,-1.8067552,0.18309957
0.042728104,-0.019308321,0.5781383,0.4347909
0.1984638,0.57493263,0.82305765,-0.92740166
-0.07205186,-0.24568287,-0.009314754,0.08295709
-0.7921996,0.069895774,-0.23572132,-0.15724099
-0.10316613,1.0518522,-0.51887333,-0.024762195
-1.1294389,-0.8360273,-2.2075753,-0.28318053
-0.7250867,0.1882093,-0.31154853,-0.19604212
-0.72169745,0.5310167,-0.8295225,-0.24829702
-0.7974208,-0.36585447,-0.8636044,-0.60814625
-0.95951337,2.2876847,0.6782198,-1.1122457
0.016022667,-0.043285243,-0.72151685,-0.5053442
0.1690441,-0.058456734,0.28474206,1.5119723
-1.1495878,-0.30671608,-0.33188027,-0.406344
0.12656438,-0.5471251,-1.2295104,-0.1612395
-0.15484019,-0.50920343,0.4674485,-0.7583598
1.1397431,-0.2118439,0.6607981,0.18935657
0.30020896,-1.6019754,-0.9072857,0.68937945
-1.228684,0.4266954,-0.29592538,-0.39801878
0.065940745,-1.8537722,-1.3801998,0.4165402
-0.6104786,0.43711343,0.27984312,-0.529841
0.6122289,-1.5960703,-1.3716885,-0.65327644
-1.2302318,-0.76345944,-1.0271627,-0.0143624805
-0.4156992,-0.14513695,0.33784893,-0.5693956
-0.12332228,-1.0908054,-1.1597925,-0.61515325
0.16626084,0.3959022,-0.13269585,-0.22500655
0.15247741,0.405462,0.8015631,-1.3775783
0.31818306,0.6736714,1.5550203,-1.2143644
-1.0268202,-0.5839772,0.07180303,-0.6311338
-1.1395421,0.9613392,0.56832206,-0.5354544
-0.8844697,-0.6324787,-1.1248299,-0.64520186
0.51786125,0.7028324,0.60757405,-0.7413496
0.3660913,-1.1622381,-0.6756421,-0.702579
1.1919961,0.43402383,-0.08059399,-0.0040618805
-0.7201395,0.4582235,0.0064536175,-0.42927793
-0.5004138,-0.17269866,0.6030634,-0.54807484
1.4005803,-2.181757,-1.2145969,0.22952682
-0.017445896,-0.34067217,-0.15833578,0.16474038
1.1161602,0.626324,-0.8768294,0.23743457
0.15164456,-2.3501294,-3.0068438,-0.22029275
-1.1239476,0.17292778,-0.4684477,0.25174594
0.45379224,-0.16583006,0.9484511,-0.26772627
1.0227015,0.4463059,-0.16001849,-0.13800299
-0.0059309686,-0.50034875,0.046188086,-0.12256464
-0.4468307,0.19865689,0.5714512,-0.561749
-0.8579222,1.8095257,1.353989,-1.3761233
-0.45223522,0.30595967,0.33366513,-0.9213884
-0.116279155,-0.56769854,-0.29505914,-0.24892186
0.21634507,-0.9937892,-0.38245982,-0.6914091
0.24455824,1.045778,0.6113011,1.0336711
-0.908251,0.84552157,1.7221838,-1.2046987
-0.3361182,0.1150812,0.40557763,-0.5089958
1.0173912,0.09812993,0.009221225,0.32720074
-0.21107268,0.14008208,0.29417652,-0.69328797
-0.15263481,0.0419394,0.24855016,-0.071782276
-0.62161,-0.47471803,-2.1579227,-0.03590734
-0.044899363,-0.10370451,0.41218856,0.12444061
0.24563926,-0.0047067073,-0.19016066,-0.56621474
0.06543223,0.41821337,-0.8334708,0.14210302
0.080597185,-0.26720023,0.42867377,-0.053207826
-0.67046005,0.07696667,-0.04541827,-0.3249767
-0.26006842,0.11778967,0.27168915,-0.37303394
-0.010527753,0.31307736,0.17405485,0.12686345
-0.07787406,-0.0452711,0.92767966,-0.74742967
-0.27047646,0.41739509,0.58893716,-1.2044609
0.16723378,-0.31282753,0.8953404,0.5622029
1.4431686,-2.175107,-1.8297684,-0.81960875
-1.4221436,0.45997426,0.044027507,-0.60657674
-0.48506495,-0.5987633,-0.7540306,-0.3011044
0.26471016,-0.54712963,0.0690819,-0.41350153
0.025698723,-0.48708823,0.43874836,-0.6406297
1.1851587,0.049926758,0.94494987,-0.050484776
-0.033316042,-0.20066969,-0.46851853,-0.49824768
0.6812119,-0.5658519,1.0250248,0.14739712
-0.057653435,0.5052644,0.7681676,-0.5306566
0.45586023,-0.42982322,-0.91829914,-0.4889915
0.5414752,0.9358704,1.2701281,-1.8209556
-0.91660476,-0.13221568,0.08232528,-0.32272813
0.12960795,0.48699537,0.5990643,-0.6959506
-0.5696825,0.0737273,-0.553108,0.62629557
-0.5845373,-0.64351356,0.27792466,-0.6984036
-0.7950208,0.5714954,0.6642444,-0.8767215
0.09829155,-0.19376142,-0.9487411,0.13423151
0.14262614,-0.25785136,-0.09025059,-0.011545543
-0.5539079,-0.91826755,-1.1193333,0.34043622
0.36380687,1.1826258,-0.15602066,0.10885982
1.6055229,0.010025307,0.59931207,-0.57851076
-1.878328,0.5875472,0.76720655,-0.76155496
-0.988349,-2.1697645,-1.4938476,0.7232257
-0.48328573,-1.834907,-2.321696,-0.7011397
-0.40261495,-1.1190002,-0.89341974,0.054147128
-0.49577805,-0.112360284,0.023024216,-0.6971589
-0.62524307,-0.14128385,-0.13119085,-0.05298927
0.019278888,-0.48401335,1.0235415,-1.0251156
0.18345007,-0.21957758,0.9828187,-0.7417227
-0.64693546,-0.29617357,0.4455837,-0.89552665
0.0069227014,0.44796196,0.42509478,-0.8504423
-0.73408616,-0.21556194,-0.73920846,-0.38433477
-0.63785726,0.48014146,-0.016943969,-0.46605217
-1.6087117,2.4720962,0.6216135,0.1282028
-1.062825,0.259829,0.39123338,-0.70595396
0.36373824,-0.13635015,1.7225795,-1.084054
-1.0044444,0.47260305,0.593446,0.001454357
-1.4074391,1.2853332,0.94248164,-1.0166295
-1.0674145,-0.94327545,-1.7652165,-0.74616176
-0.27342921,-0.107341215,1.2003073,-0.6133682
0.14168061,0.55137146,-0.74299634,-0.17901295
0.059665576,-0.3488577,-0.2660112,0.5690541
-1.0537009,0.7226976,0.08974627,-0.6591895
0.05877564,0.4041066,0.85142434,-0.4293443
-0.62230825,-0.18279994,0.047063664,-0.70477396
0.2870696,-0.2049406,-1.2598313,-0.27648938
-1.2791743,-0.24715218,-0.6618447,-0.45382357
0.2623187,-0.9784036,-1.5269462,-1.0166138
-0.24534988,-1.3445642,-3.052618,1.9536836
0.8417009,-0.6531278,0.33437923,-0.6725875
-0.105528705,0.510105,0.9420127,-0.76863205
-0.19847792,-0.79130083,0.06468341,-0.5421071
-0.16847658,0.32513776,0.3247616,-0.7848186
-1.0648246,0.69178987,0.79980934,-1.1283101
-0.46376207,-1.7091917,-1.5159868,-0.4987767
-0.93685603,-0.4209374,-0.1570348,-0.4032208
0.6346909,-0.91129935,-0.2541076,0.18685435
-0.6685084,0.49317023,1.1378895,0.9154072
-0.04195691,0.22442468,-0.46825942,-0.13400427
0.26562867,-1.2899909,0.8324046,-1.2155577
-0.0030862922,0.22926266,0.46581495,-0.30636162
-0.6076615,-0.37553838,0.57058406,-1.1028745
-0.18256739,0.74492514,0.74358135,1.3243285
2.0232377,-1.8320239,-1.0286193,2.923672
-0.30429935,0.5871341,0.34798265,-0.9029311
-0.20319569,0.09417512,-0.33942562,-0.38054544
0.1735563,1.3774958,0.451422,1.8114682
0.04038652,0.6208025,0.23389024,-0.4151172
0.548535,1.366693,1.2243849,-1.0976436
0.3765596,2.4363053,-0.9817563,0.42962608
0.38130304,0.1931591,0.5406052,-0.4931273
-0.49666318,-0.33902612,0.15245418,-0.37680793
0.5405742,-0.7456965,-1.057234,0.23930965
-0.53222233,0.6408245,0.4113748,-0.093631074
-0.32360053,0.100798756,0.06104719,-0.53542185
-0.10079553,-0.3443087,-0.46535772,-0.36328363
-0.16210744,-0.600147,-1.1925063,-0.5563054
-1.1054462,0.051667877,1.0381447,-0.7127491
-0.46197602,0.110069476,0.369199,-0.5783727
-0.05932212,0.20527397,0.23059732,-0.27700827
-0.22109166,0.021782923,0.48056966,-0.2823965
-0.39992943,0.94298154,1.290199,-0.9792029
-0.0360461,-0.33300486,-0.5249349,-0.5022667
0.16109756,0.4662942,1.2424742,-0.86432296
-0.747318,-1.1838448,-1.9009199,-0.40367258
-0.317228,-0.6882251,-0.111265436,-0.65296173
0.7337322,-0.32693136,0.1981746,0.113374084
-0.0982647,-1.0153129,-0.2984575,-0.85380876
1.0836835,1.4181166,-0.79866225,0.38591734
-0.3457057,0.15465647,-0.5170983,0.02262855
-0.54977465,0.6095153,0.84361845,-0.20626427
0.4823733,-1.0417855,-1.7689759,1.0091894
0.16809547,0.2620867,0.35430723,-0.34092546
-0.4300225,0.85209227,0.6720688,-0.8800044
-0.39178312,-0.3305518,-0.0586237,-0.5895716
0.2691503,0.14096649,0.59596443,0.4672085
0.22204992,0.17357156,0.19618455,-0.0729371
0.3264598,-0.84840524,-0.7737421,0.4347297
0.5708449,-1.2523184,-0.8098771,0.43673337
0.016695667,-0.27562216,1.0773729,-1.1593093
0.2799373,0.0128552215,0.32572594,-0.72100294
-0.96776414,-3.9240675,-3.5875812,-0.87399065
-0.56267875,0.91257447,1.826495,-0.6186542
-0.38262764,-0.8827135,-1.515508,-0.1143883
-0.41991174,-0.6013366,-1.4487482,-0.2814622
-0.263592,-0.08786841,-0.29306346,-0.3552531
-0.70919025,-1.3110503,-2.073504,0.4938497
-1.2841399,0.0020296902,-0.013010115,-0.37032974
-0.7919184,0.19090606,-0.9535581,-0.40436855
0.18784818,0.7789299,1.4074446,1.7441661
