feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11
-0.55430144,0.20036557,-0.65646684,-0.61401516,-0.113764495,-0.07310323,-0.06333474,-0.42372674,-0.39350232,-0.20173271,-0.9081129,0.018177232
0.37088332,-0.40548378,0.3785833,-0.2291365,-0.5960092,-0.8409063,0.9785571,-0.4986158,0.2853301,-0.7407808,-0.40001863,0.5074177
-0.21147591,-0.23685184,-0.41612902,-0.4172151,-0.15400942,-0.0264296,-0.02769939,-0.108422406,-0.08533229,-0.6297715,-0.49298313,0.1663436
0.11601523,0.16897677,-1.1438091,-1.9918357,0.10481746,-0.39068094,-0.4001634,0.3998672,-0.8571521,0.14184752,-0.7544261,-1.1747733
0.31974468,0.7842225,0.9450042,0.0540606,-0.1295195,-0.6869652,0.10444496,-0.74280626,-0.29306227,0.6516669,0.030546568,0.54450285
0.030068018,-0.2713223,0.3446176,-0.006799227,-0.5132942,-0.43305543,0.5909948,-0.5601902,0.4939227,-0.5733414,-0.2871449,0.51480556
-0.6798192,0.35111266,-0.057814583,-1.1683971,-0.49932528,-0.20639,0.11117565,-0.36405057,0.0069791083,-0.97502625,-0.641772,-0.034792434
0.28559,0.21359932,0.45891052,0.18748906,-0.1996828,-0.4207215,0.32441705,-0.34034136,-0.18274377,0.7815046,-0.15583594,0.7943033
-0.20970146,-0.1812228,-0.4044234,-0.2365,0.0114063695,-0.032343145,-0.17318328,-0.15668267,-0.11415822,-0.3203668,-0.38223267,0.06874429
-0.5182624,0.33792883,0.03474436,-0.31138912,0.014821047,0.019758614,-0.09393391,-0.18087544,0.019498806,0.27813685,-0.14663136,-0.26288387
-0.27022144,-0.57850945,0.062796116,0.7524673,-0.1006985,0.55209017,-0.042197485,0.4590851,1.1384287,-0.24084483,0.34637958,-0.11811561
-0.9052769,-0.48599288,-2.9353414,-0.53735685,-0.21325104,1.5284216,-1.0742998,0.97984743,-0.21628262,-0.02032752,-0.9383821,-0.92688066
-0.6490225,0.054191574,-0.21891822,-0.73724383,-0.4966861,0.18032534,-0.22755404,-0.14628822,-0.043643225,-0.74518263,-0.4597606,0.36411798
0.37079403,-0.046117637,0.27756968,0.37314257,-0.17132725,-0.50945014,0.36863986,-0.400405,-0.08173297,0.42809328,-0.16429959,0.6112915
-1.9045105,0.95870566,-0.81075823,-0.3572079,-0.17421977,0.3996877,-0.087251045,-1.1534404,0.33694738,-0.8226186,-1.7831339,-0.40970019
-0.80661386,0.053834453,-0.78098094,-0.48682314,-0.1563123,0.72621864,-0.91509914,0.49439326,-0.033201493,-0.6507791,-0.07671606,-0.28631428
-1.0584848,0.46337795,-0.0075033135,-0.5740118,0.16816162,0.6918933,-0.72740287,0.8756593,0.53505784,-0.6055429,0.5493523,-1.1587708
0.44885656,0.35500666,0.6176079,-0.3429804,0.41473666,-0.11586631,-0.50690895,1.2016098,0.046036072,-0.69285125,0.81739205,-0.9316291
-0.41874665,0.5000739,0.38565513,-1.3172231,-0.46539596,-0.6089924,0.46012586,-0.4784059,-0.23215234,-0.55786943,-0.55661684,-0.12789138
-0.07803993,-0.05438819,-0.26704672,0.08488008,-0.16384532,-0.09284322,0.05291882,-0.34268457,-0.20945728,0.06132634,-0.37058067,0.31644282
0.31979337,0.2731433,0.6363766,0.070136555,-0.10467497,-0.4632241,0.11957568,-0.1843154,-0.16678779,0.7164447,0.09878565,0.5199581
1.1429645,-2.4876707,-1.6566626,-0.19436583,-0.15251301,1.2479873,-1.3096107,2.7039912,0.20815454,1.2314687,1.3872728,-1.2591919
0.27514824,-0.36597702,-0.14380343,0.35926586,-0.065065265,-0.31212637,0.66538733,-0.4916857,0.655235,-0.71420246,-0.52619606,0.25967723
-0.40938854,0.17109723,-0.68279374,-1.1085736,0.03197541,-0.23997532,-0.15698168,-0.14898181,-0.37970984,-0.45959496,-0.8570445,-0.37877274
0.36638197,0.09929169,0.37465796,-0.2007116,-0.2840037,-0.5429037,0.26688915,-0.18048109,-0.2854595,-0.022035163,0.004365387,0.22837102
0.25282916,-0.5378732,0.08247371,0.15298009,-0.046008024,0.08040427,-0.2752951,0.84682906,-0.061814036,0.8521283,0.5373643,0.036171705
1.0486329,-0.77988255,-0.76054406,-0.47316423,0.29970148,0.19612685,-0.87632036,1.2516888,-0.7294154,0.8883861,0.6242995,-0.9057201
0.10340015,0.015679602,-0.119499326,-0.23852187,-0.063743465,-0.05637263,-0.282298,0.16614169,-0.28682336,0.33177948,0.09394818,0.025317436
-0.19826815,-0.010168181,-0.007984745,0.5919811,-0.010726908,0.08767548,0.068419695,-0.4182107,0.52774996,0.1039464,-0.11302805,0.00090706197
0.061164163,-0.099936545,-0.19006722,-0.088475876,-0.06985537,-0.09829459,-0.14857101,-0.058383353,-0.14805932,0.06026994,-0.04429471,-0.022922475
-0.057025816,-0.116010115,-0.41902056,-0.8243007,0.14444096,-0.47652203,0.22220103,-0.049682222,-0.3227618,-0.6348041,-0.52008593,-0.571886
-0.31922194,-1.4164126,-2.0306532,-0.08629221,-0.25988388,1.6820266,-1.4549603,1.6981921,-0.20283587,0.8770005,0.64918584,-0.906049
-0.97759193,-0.3359646,-0.91117316,0.85495037,-0.13812813,1.1298833,-0.48001572,0.42781857,0.38783076,0.43070978,-0.09612944,-0.13003881
-4.164208,2.3093748,1.1140695,-2.3131745,0.10658265,2.0854425,-2.161081,1.6017249,1.8352177,-1.0264312,1.4216228,-3.028157
0.5634025,-0.856095,-0.79341537,0.15945472,0.23995748,-0.18636361,0.27449098,0.04556979,-0.22991377,0.5649743,-0.43480736,-0.02920275
-0.34656614,0.5083337,-0.05390732,0.09156837,-0.24175157,-0.14291172,0.31180555,-0.81409335,-0.3967878,0.37695217,-0.6822362,0.5003165
-0.098172665,-0.067951165,-0.33319423,-0.032999683,0.09487141,-0.14651726,0.093774624,-0.21379136,-0.006662373,-0.24690142,-0.4170808,-0.2089273
0.51006174,-0.3701007,-0.13102856,0.13395134,0.10081151,-0.32802662,0.24198611,-0.014626259,-0.19224359,0.43358603,-0.09126257,0.22996351
-0.8758428,-0.043578275,-1.4468509,-0.58317566,0.4058283,0.33006945,-0.12723736,1.0762507,-0.0032645655,-0.22865753,-0.5828164,-1.9835899
0.72997284,-2.9177306,-2.7934363,1.4182851,-0.51125497,0.97161514,0.15106939,0.6803219,-0.052943088,3.1705616,-0.696611,1.2671915
-0.03484926,0.046672717,-0.07832624,0.29504603,-0.14274828,-0.07435257,0.2300812,-0.30405736,-0.11937037,0.28727153,-0.25764585,0.37251687
-0.20944984,0.098466046,-0.05322588,-0.37575468,0.21591179,-0.26974216,0.09794858,0.09994593,-0.07346039,-0.12487937,-0.16979957,-0.6238622
0.07179173,0.8118365,-0.093847014,-0.018684605,0.22800384,-0.40190342,0.33219004,-0.6743935,-0.87892824,0.96012,-0.5519988,0.09638679
0.10154095,0.4880881,1.4656011,-0.2566733,0.06358135,-0.13203073,-0.35713217,0.4806351,0.48520496,-0.21449158,0.9254036,-0.30011937
-0.6876436,-0.9506554,-0.96738935,0.93604934,-0.237529,1.1853203,-0.25540125,0.9064575,0.69784564,0.7606857,-0.15552607,0.08417937
-0.1768371,-0.21481949,-0.09152507,0.044155978,-0.2813375,-0.032672457,0.16140217,-0.32595873,0.28361306,-0.33267066,-0.3156926,0.2604315
0.6185803,-1.189727,-0.06713622,0.21959044,-0.39405894,-0.25373033,1.0792303,0.25223646,1.1413621,-0.74954057,-0.36556733,0.58379394
-2.2844775,2.2039382,1.2254934,-3.1359124,-0.8089337,0.68025726,-0.6873889,0.67285717,0.63292104,-1.9779286,-0.07201779,-0.5835334
0.45976683,0.021256162,-0.0042648297,0.37406495,0.31800494,-0.4493316,0.2889734,-0.42288327,-0.16380861,0.10496908,-0.16187502,-0.12658845
0.14741829,-1.1076256,-1.6662451,0.22817326,-0.13784932,0.8161219,-0.74331343,0.74212825,-0.5379436,1.5079436,0.12138557,-0.5547561
0.9325097,-2.4986205,-3.323794,0.24387985,0.082292095,1.5632854,-0.4451206,2.2514,0.8070121,0.40455285,-0.26828095,-1.6663727
0.03547379,-0.28763032,-0.47025067,-0.051008705,0.07021427,-0.04979469,0.06788761,-0.05188115,0.05449053,-0.39047888,-0.36784837,-0.012868634
-1.1686563,0.82721347,-0.39052367,-0.6007605,-0.7333459,0.6387677,-0.05214115,-0.8739889,-0.40836024,0.81293774,-0.9731644,0.95396864
-0.4956406,0.1619277,0.7197104,0.13202266,-0.18598928,0.19056693,-0.21819377,-0.23552977,0.64337665,0.080919765,0.40682426,-0.074726574
0.8176009,-1.5233148,-2.051721,-0.24084274,0.53980637,0.6026292,-0.7526716,1.7020019,-0.61766326,1.2731035,0.3166817,-1.8092954
-0.37334007,-1.0357925,-3.8536432,-1.0148739,-0.11940547,1.7699146,-1.1800791,1.8176248,-0.03936554,-0.3351187,-1.0354303,-1.8043981
-0.42508987,-0.18339194,0.11810844,-0.12744477,-0.5792918,-0.053927332,0.37694567,-0.5902827,0.6552159,-0.74862397,-0.4467341,0.38343504
0.025750354,-1.938439,-1.9124079,0.46680295,-0.32075438,1.4865128,-0.747835,1.7106029,0.5738255,0.8895273,0.2217098,-0.34301218
0.8363084,-0.8249689,-0.41659155,0.426765,0.2175362,-0.2729659,0.0422656,0.55486834,-0.8208262,1.9279493,0.20163898,0.14378774
-0.07577484,0.45382658,0.45695978,-1.2242302,-0.5957899,-0.58180076,0.37447548,-0.23910734,-0.3934125,-0.31405368,-0.31399924,0.08722733
0.61980206,-0.22310267,-0.31867185,-0.56059426,0.075427495,-0.3857419,-0.10912802,0.13490386,-0.48791128,0.37884584,-0.16609779,-0.3042789
0.35163125,-0.21269469,0.13147847,0.39795473,-0.101623096,-0.47738233,0.5094627,-0.5642875,0.2865715,-0.2643476,-0.25477993,0.38386372
-0.15072344,-0.19423091,-0.053397804,-0.25191516,-0.38876367,-0.3026189,0.25716648,-0.45484364,-0.066398725,-0.4881528,-0.47712594,0.4058955
0.7804245,-2.7062788,-2.3272107,0.7433214,-0.30172715,0.8841493,-0.16261774,1.0252477,0.42902932,1.5237843,-0.47946385,0.2742157
0.09943586,0.103127755,-0.013924075,0.22405788,0.11051898,-0.18780057,0.102744944,-0.19635294,-0.21408942,0.22758201,-0.11030868,0.064020716
0.6476567,-0.6392342,-0.073025934,-0.3380507,-0.111635216,-0.42067108,0.83064985,0.32135865,0.38824815,-0.86242396,-0.21564066,-0.072831914
0.2491129,0.503657,0.23933192,-1.1549683,0.044089384,-0.5529768,0.28378224,0.24905269,-0.3098274,-0.83059305,-0.11760594,-0.6741499
-0.12081677,0.20625697,0.2000393,-0.26988724,-0.14870387,-0.63488686,0.505855,-0.8274358,0.0063174553,-0.6258254,-0.50423795,-0.033020396
0.36414507,-0.47194698,-0.19284971,-0.1348986,0.0066040363,-0.5743274,0.61069447,-0.31216222,-0.16820097,-0.42139643,-0.42592078,0.031737924
0.14998975,-0.07416142,0.05102758,-0.28005978,-0.22567421,-0.47049952,0.47149754,-0.31227213,-0.16016376,-0.49521992,-0.29012525,0.08092609
-0.11431865,0.66018903,-0.07219121,-1.8474597,-0.30342063,-0.75365853,0.2542592,-0.07918589,-0.69031507,-0.7174765,-0.82217854,-0.44917646
-0.035104457,-0.09082776,-0.02371205,-0.3167538,-0.22312981,-0.31455207,0.21062136,-0.22028714,-0.20076512,-0.29667696,-0.302676,0.17608489
0.41110256,0.20022203,-0.4753242,-1.150495,0.23861127,-0.18341668,-0.6328855,0.5590419,-0.7639228,0.6556744,0.042555183,-0.8173307
-0.022080133,-0.803226,-1.6199247,0.19364011,0.10521494,0.76223767,-0.43401915,0.82493764,-0.0013579385,0.28399697,-0.23723884,-0.8374684
-1.2779629,0.16863932,-1.7269703,-0.86792445,0.18774714,0.8378316,-0.4683798,1.3643547,-0.4259184,0.54657024,-0.47552797,-1.950696
0.6970423,0.17268784,-0.45800284,-0.8976132,0.6296337,-0.33898342,-0.48165256,0.5969599,-0.875769,1.4173608,0.049596008,-1.200191
0.20707127,0.62664455,0.7563268,-0.21217546,-0.27799717,-0.7574758,0.28455988,-0.8214837,-0.30954415,0.039843023,-0.10048766,0.27956912
-1.0046253,0.19353902,-0.21547893,0.2785039,-0.28195164,0.35468394,-0.010200666,-0.7350463,0.9224233,-0.5024964,-0.6905193,-0.14188214
0.68635464,-1.9476326,-1.3763831,0.3669561,-0.19657391,0.3962008,-0.0554391,0.7454518,0.13447787,1.1786542,-0.24590963,0.37574762
-1.6316937,1.1711439,0.33205786,-0.3759885,-0.07041672,0.3481716,-0.38051018,-0.87463623,0.96760887,-0.3651615,-0.56549996,-0.6707558
0.66194606,-0.029721795,0.41952237,0.5476051,0.15755431,-0.56075245,0.25628167,-0.27277628,0.28366405,0.24694444,0.0289086,0.30830258
0.3488441,-0.006663173,0.1835796,0.1580301,0.023220992,-0.30148146,0.62509394,-0.26934305,0.8779617,-0.9058591,-0.1464952,-0.19256164
-0.94417894,0.4304769,-0.49001312,-0.16647704,-0.36061865,0.50558835,-0.1513352,-0.42157617,-0.11635053,0.39508545,-0.6301604,0.26661265
0.34936678,-0.083606526,-1.2304897,-2.2509458,-0.121541075,-0.118906975,-0.74779016,0.82072777,-0.9551123,-0.0660227,-0.4095898,-1.1234378
0.46422234,-2.1201005,-2.4408944,0.36320344,-0.10257583,1.3119613,-0.59985423,1.7427948,0.57488054,0.76417303,0.028548041,-0.97319764
-0.7762101,0.15127751,-1.7136517,1.5696125,0.6752207,0.33104858,0.86544174,-0.62649834,0.80443,0.44262072,-1.896193,-1.0809115
-0.13997069,-0.01535265,0.38293025,-0.27005455,-0.50585365,-0.30839053,0.31517375,-0.3910804,0.054589476,-0.13036548,-0.1555712,0.47206783
0.84955704,-0.86533993,-1.352782,-1.3838397,0.103222325,0.20497374,-1.0214708,1.4221624,-0.8564206,0.6012313,0.42244977,-1.4066354
1.2358227,-0.10855428,-0.6017175,-0.37105498,0.6170515,-0.48122248,-0.21597192,0.38621956,-1.45109,2.3600755,0.01688463,-0.45052686
0.26154184,-0.11962623,-0.73819137,-0.6658913,0.08542936,0.6982799,-1.2868752,1.181959,-0.7209079,0.30694732,0.6903455,-0.6046093
-1.6844201,-0.7738581,1.403508,-0.7843973,-1.0402783,1.4613978,-0.4551764,1.8455769,0.93148834,0.5547576,1.2627845,0.88156337
0.28462636,0.29528275,-0.028691018,-0.5613518,0.046023283,-0.5463035,0.21880622,-0.27346104,-0.57884014,0.1668617,-0.31948608,-0.23554556
-0.25082347,0.28378522,0.19572574,-0.60752547,-0.26698333,-0.5957505,0.35430726,-0.750973,-0.24095099,-0.41484454,-0.5171477,-0.00030070957
-0.05696636,0.062217806,-0.017441941,-0.7841051,-0.15259679,-0.43015173,0.49141362,-0.031396624,-0.00361209,-0.96618044,-0.41495124,-0.26007026
0.20472649,-0.67101234,-0.24544413,0.38191307,0.04676457,-0.026405273,0.4097651,0.2021533,0.39617753,0.09458227,-0.28937444,0.29724547
0.08225535,0.4096886,0.41864362,-0.38671967,0.024759483,-0.17224517,0.1473161,0.110041626,0.34730917,-0.70333225,0.22026856,-0.4571606
0.124994166,-0.24554312,-0.02348083,-0.32894468,-0.28094593,-0.4965654,0.46074536,-0.2558416,-0.059926156,-0.6515784,-0.40361562,0.1930329
0.5204391,0.15650193,0.39468735,0.25797448,-0.2295577,-0.511035,0.18464014,-0.23087278,-0.40576062,1.288117,0.02092675,0.92691034
-0.8869121,0.31059307,0.113118194,0.67187613,-0.5505764,0.36861193,0.049025428,-0.9588477,0.30032244,1.0235338,-0.38063395,0.8987403
-2.5904164,2.137867,0.047970824,-1.4001808,-1.1178331,0.51030344,-0.0505562,-2.0752296,-0.05430917,0.21240665,-2.0584798,0.67815673
-0.5049153,0.41062638,-0.13331237,0.3340933,0.14592513,0.044757348,0.031161504,-0.46974006,0.06182624,0.2575166,-0.42582434,-0.2621775
-0.08887932,0.022769602,-0.31245363,-0.2018929,0.24506341,-0.30585703,0.34046033,-0.19481209,-0.17636842,-0.29763213,-0.5233986,-0.43034893
0.3053515,-0.082503416,0.5588342,-0.04923159,-0.47667417,-0.72823143,0.69958866,-0.5650572,0.3815517,-0.64648646,-0.18478462,0.39116374
-0.999379,-0.9441589,-2.1427448,0.33950952,-0.3920131,1.8989131,-1.291385,1.1866757,-0.21687765,1.0111674,0.10076112,-0.45351154
-0.30221772,-0.43108442,-0.77233696,0.2723167,-0.21391542,0.3910298,-0.3207542,-0.05398255,0.0690865,0.10628735,-0.42431372,0.29156077
-1.322422,1.148764,0.39728788,-1.5978909,-1.0230037,0.0009536298,-0.14915106,-1.1612065,-0.25699073,-0.30212075,-0.8953237,0.6921361
0.14756484,-0.3346015,-0.05148234,-0.33712035,-0.20326571,-0.0688766,-0.007690788,0.2721848,-0.07236573,-0.41694167,0.17050008,0.012442899
-0.9095105,1.0328491,-0.36941242,-0.49885967,1.3495287,0.18570824,-1.2986914,1.6080543,-0.29346594,1.0491929,0.36322358,-2.6757104
-0.14856583,0.2996048,0.3358678,-0.7239209,-0.43633285,-0.002823562,0.0034293341,-0.013471836,-0.2627051,0.38009945,-0.06351866,0.48011112
0.58675885,-0.9812203,-0.8960487,0.21116348,0.22266309,-0.12158121,0.20691857,0.12718983,-0.13634297,0.4867415,-0.4335749,-0.061867617
0.09006689,-0.5669828,-1.2939614,-1.3556808,0.014920891,-0.004356678,-0.4591833,0.6719407,-0.4823374,-0.682447,-0.4205699,-0.92984533
0.14772485,-0.8692725,-0.2874298,0.019083919,-0.3409053,0.29516754,0.051005945,0.64601964,-0.03395612,0.95315295,0.09390119,0.45005393
-0.2874355,-1.1621857,-1.7445383,0.4864205,-0.0962145,1.2681049,-0.7745419,1.2116708,0.31970847,0.5100267,0.12014087,-0.7489421
-0.029256888,-0.2579434,-0.24494104,-0.07758357,-0.115841724,-0.102832966,0.09053108,-0.22502995,0.06562783,-0.4558634,-0.36346427,0.18639614
0.38620085,-0.8480258,-1.1956974,0.14360908,0.28330526,0.12721232,0.08459245,0.36016566,-0.1732173,0.48970222,-0.44931063,-0.6289305
0.32464564,-0.10813638,-0.79780734,-1.1055126,0.19463687,-0.45323285,-0.20568535,0.07418577,-0.6768653,0.4152164,-0.5393662,-0.7964359
-0.23557696,-0.44480664,-0.83636475,0.8656263,0.01578078,0.28209212,0.42917162,-0.2272359,0.602347,0.035378523,-0.76721627,0.028732795
-0.21705206,0.23986265,-0.038116053,-0.71353346,-0.015051225,-0.28526196,0.14697638,-0.1448563,-0.17311423,-0.27561074,-0.32997608,-0.29215097
-1.0947745,0.694606,-0.32790545,-1.7941836,-0.41220015,0.23588097,-0.35742638,0.23440921,-0.10633134,-1.0811049,-0.6482362,-0.26962218
-0.10890272,0.24631487,-0.023915982,-0.16791469,0.02127709,-0.29813713,0.15819147,-0.43142197,-0.23553975,-0.0021685925,-0.3472186,-0.06639995
-1.2500753,0.2945337,-1.1481645,-1.1585958,-0.5412162,0.33710518,-0.5041142,-0.42136094,-0.09306212,-1.2472243,-1.464897,0.17794794
0.4047002,-0.13101529,0.025536954,0.022149434,0.08228213,-0.4991561,0.53598356,-0.31829682,-0.04506058,-0.43730676,-0.2494507,-0.07754463
-0.088864215,-0.12701923,0.07551677,0.38705695,-0.3660243,-0.1550249,0.2926999,-0.5014205,0.23112111,0.14173807,-0.29378942,0.64139444
0.37409312,0.057911016,0.20275399,0.26230127,-0.08756689,-0.46082357,0.36945334,-0.34766018,-0.31597713,0.60353255,-0.18176858,0.561096
-0.83223575,0.15685791,0.25526288,0.12562478,-0.04637026,0.49045917,-0.48654982,0.036873564,0.4222097,-0.01947194,0.4632658,-0.38123637
-2.3008664,-0.1449718,-3.9924533,-0.19550294,0.08645863,2.7152774,-1.007751,2.3385253,-0.611332,2.2229342,-0.96514934,-2.4246106
0.014622819,0.78593713,0.46085474,-0.7967112,0.23159246,-0.52678305,0.043821875,-0.07251644,0.08193955,-0.50508016,-0.09041981,-0.8106887
-0.39877555,0.34388116,-0.19802225,0.13618207,0.34914884,-0.14727715,0.20717062,-0.389379,0.07330726,-0.025271341,-0.57106656,-0.54711866
-0.5137477,0.5740549,0.26818705,-0.03789194,0.2633679,-0.21759145,-0.06744468,-0.54658955,0.12258856,0.24886155,-0.19424637,-0.45855406
0.2853063,0.21438016,0.08853264,-0.045701653,-0.057715457,-0.26379308,0.22908819,-0.1808738,-0.4223192,0.5411444,-0.16288966,0.3821554
-1.7364689,0.80075514,-0.73893046,-0.3402342,-0.66992915,0.67922413,-0.363712,-1.1214372,0.036929097,-0.12632582,-1.3721596,0.4792129
0.39532015,0.354731,0.20215665,-0.7884842,-0.2506831,-0.5335724,0.37449172,-0.14965622,-0.68797904,0.29699856,-0.4013168,0.27966386
0.48417035,0.028353913,0.83589566,0.23489782,-0.14357948,-0.42931208,-0.14912298,0.3785146,-0.011557854,0.93850505,0.50285256,0.57693523
-1.1242505,-0.64953977,-0.701335,0.5630539,-0.30387887,1.2526954,-0.71949166,0.89227194,0.16853209,1.1683662,0.28350282,-0.015816307
-0.14171971,0.061252683,-0.38621724,-0.5507468,0.19352132,-0.21241409,-0.15080881,0.16961153,-0.3500628,0.21235916,-0.20766617,-0.712753
0.29496917,-0.30631158,-0.2595189,-0.11440707,0.006775548,-0.23203878,0.6458264,0.00030997838,0.46416214,-0.8624158,-0.3908738,-0.09917344
0.7517916,-1.1861826,-1.0663087,0.0027817078,0.005708438,0.21151453,-0.34333968,0.7453856,-0.64619154,1.5209385,0.14883555,-0.2689075
0.11424842,-1.163074,-2.7237928,0.085883096,0.58217114,0.34079897,0.5020955,0.66154,-0.36318243,1.4562404,-1.3132231,-2.0207138
0.5180484,0.38151124,0.29412976,0.14804383,0.14908987,-0.6245293,0.26015848,-0.5141891,-0.4646492,0.37094235,-0.1326983,0.11446215
0.28735018,-0.42231077,-0.6359516,-0.064734206,0.21665516,0.08140451,-0.17101252,0.50611824,-0.19733073,0.21943653,-0.09290029,-0.50057864
-0.4067023,-0.11409067,-0.4252904,-0.5081414,-0.10054057,-0.14925069,-0.06571673,-0.3137332,-0.03249107,-0.7905079,-0.67547333,0.050285526
-0.79405373,0.4939226,0.054468278,-0.8936549,-0.8038076,-0.37600175,0.33187255,-1.1436715,-0.22201018,-0.43475875,-1.102851,0.57776976
0.83204687,0.12336422,0.6227308,0.4941347,0.16443376,-0.8151187,0.33541307,-0.43956953,-0.118550986,0.62706876,0.042270992,0.45618305
0.36387616,-0.013521085,0.054234035,-0.15063965,0.044412207,-0.4553569,0.34741005,-0.19660261,-0.3607689,-0.1499713,-0.14106527,-0.11528129
0.34252194,-0.3214255,0.050341103,0.038650334,-0.18376787,-0.50092345,0.55978394,-0.37375018,0.008495734,-0.28678536,-0.2664673,0.27056864
-0.51532674,0.87100273,0.52111804,-1.131146,-0.15434994,-0.6851656,0.30754542,-0.80986357,-0.110110946,-0.42958415,-0.5337976,-0.45759356
0.23598537,-0.52584636,0.17514119,0.17894411,-0.34301615,-0.24025723,0.5821082,-0.123165034,0.6843534,-0.440109,-0.11545446,0.461397
-0.51069033,-0.3025002,0.10050076,0.22581173,-0.8229154,0.087955825,0.0673075,-0.56785786,0.45197827,-0.10049647,-0.26209816,0.82909393
0.31464204,-0.39081287,-0.37477973,-0.28176582,0.15209307,-0.00065384764,-0.22381371,0.5474203,-0.11643332,-0.33358303,0.12161562,-0.45167106
0.15835555,-2.3045688,-2.2008293,0.943401,-0.30677962,1.4343481,-0.12176757,1.5693331,1.3436453,0.607058,-0.5866576,0.18534204
-0.2679447,0.32051644,-0.185174,-0.9874217,0.03629888,-0.39734992,0.2183408,-0.15461217,-0.29747593,-0.3998769,-0.5821236,-0.45402658
0.02456519,0.08536876,0.30205375,-0.44158587,-0.3749501,-0.69052297,0.7720835,-0.6080353,0.3821996,-1.0856274,-0.44846147,-0.0351488
-0.87128896,0.69190687,0.094100535,0.29173344,0.0043421458,0.041047476,-0.015607318,-0.9198376,0.29348394,0.22860928,-0.5916527,-0.21247356
-1.0964227,0.9796147,0.48986232,1.1468526,-0.52414465,0.26225406,0.120829076,-1.7817575,0.38487205,1.5738077,-0.6317509,1.2266889
