latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15
1.2435142,-0.63430274,-0.3162768,0.83122665,0.782022,-0.6457058,-0.3316127,-1.2798324,-0.7000154,-0.20719874,-0.5600381,0.08303628,-0.23131898,-0.24574639,-0.8111599,0.09547976
0.63156796,-0.15206504,0.4429006,0.7173434,-0.23315693,-0.17518489,0.28335375,-0.18626335,-0.17388262,-0.28524408,-0.68829477,-0.075175464,-0.568823,-0.22938587,-0.2795104,-0.0922724
-0.016822014,-0.29066923,-0.1183001,-0.49822196,-0.14849953,0.12923461,0.53148013,0.5510173,0.18605837,0.18469363,-0.17772932,-0.46038288,-0.33457989,-0.0035642064,0.05929556,0.05265775
-0.2660793,0.091721006,0.049104773,-0.011270638,-0.05896036,0.45146546,0.3047956,0.47743332,0.6570104,-0.09679677,0.28381845,-0.06783878,-0.4241259,0.5279035,0.16294295,-0.3438444
0.5813351,-0.3928839,-0.31290537,0.24673826,0.43954414,-0.23929077,-0.46481863,-0.7299989,-0.35030115,-0.21190336,-0.2056157,0.027316578,0.0039725387,-0.09396632,-0.37521675,-0.07839012
0.08035886,-0.030288808,0.12060665,0.094666906,-0.045223415,-0.048689984,0.04834948,-0.050460327,-0.057468798,0.0036988098,-0.1174134,-0.10230155,-0.054958064,-0.037660565,-0.059502505,-0.0042394768
0.108519904,0.9552156,-0.25753623,1.649087,-0.08391534,-0.84562737,-0.3308715,-0.95968753,-0.54711646,-0.2551563,0.22596514,0.16784522,-0.055013705,-0.9080114,-0.07979048,0.2225582
0.93655455,-0.42400607,-0.8683484,-0.04596124,0.67477304,-0.62107,0.6927307,-0.745524,0.24338746,0.6490651,0.35629505,-0.2907381,-1.3627845,-0.5541861,-1.3426793,0.09474096
0.45982495,0.2929386,0.119932465,0.09176474,-0.37894583,-0.63561976,0.35355178,0.29356372,-0.113151915,-0.185963,-0.34233326,0.024715854,-0.43834063,-0.4301807,0.32403722,-0.16564605
-0.28130138,0.5900241,-0.02151925,0.21396641,-0.26651418,-0.48695943,0.2042686,0.19754098,0.09456026,0.023112517,0.3078124,0.26419106,-0.34855416,-0.3394598,0.24529046,-0.317131
0.9360016,-0.3924799,-0.2983954,0.3337137,0.14504407,-0.5545061,-0.560064,-0.53873086,-0.8706716,-0.6954392,-0.5801843,0.14253698,0.09571199,-0.33880597,-0.06872541,0.21387605
0.5445146,0.2464857,0.22095479,0.21228291,-0.5285408,-0.50918394,-0.12542789,0.1664,0.15044533,-0.18012862,-0.04278858,0.06270381,-0.5764716,-0.12870076,0.037041795,-0.37154058
-0.43947247,0.33975136,-0.33207124,-1.0289984,-0.6726546,-0.22150952,1.3290108,1.3884953,0.55201125,0.29370108,-0.45117128,-0.6915008,-0.80285406,-0.75075465,0.68397206,-0.08430354
-0.8199044,-0.15763651,-0.5361587,0.50988,0.6480451,-0.19054523,-0.05145096,-0.8047651,-0.68729997,-0.06039856,-0.09509793,-0.56988937,0.78676546,-0.35391265,0.11450692,0.6861688
0.62655956,-0.07326189,-0.14011711,0.7004813,0.2984454,-0.3022854,-0.5313223,-0.6660047,-0.53604734,-0.5827858,-0.3386857,0.3758232,-0.061673153,-0.16947924,-0.19520791,-0.017760338
0.041871406,0.8091373,0.44230202,0.8529379,-0.39504915,-0.58691293,0.40344805,0.0071642613,-0.32144755,-0.30800733,-0.39182293,0.15711218,-0.2148115,-0.3746511,0.46983743,-0.12500049
-0.4354632,-0.19182946,-0.5278321,0.28336206,0.79275537,0.08418952,-0.18888602,-0.7595938,-0.2912515,-0.35272655,-0.0010064534,-0.18094985,0.4946657,0.02362506,0.07592735,0.2518536
0.110246025,0.227777,0.068635404,0.2231263,-0.1577724,-0.47064096,0.119145446,0.16142756,0.26157197,0.017170472,0.2880249,0.27290487,-0.44878313,-0.10042278,-0.10042382,-0.3290821
-0.4991988,0.45775196,0.2733286,0.55078936,0.3016503,0.011514283,0.61135656,-0.41820195,0.4022706,0.23767123,-0.21232969,-0.23489515,-0.008772625,0.062122766,0.12025013,0.0049178554
0.4040188,-0.090042315,-0.057634864,1.1561635,0.28866562,1.2279339,-0.5352218,-1.0973562,0.63832146,-0.9682797,-0.36957318,-0.6712699,-1.0310035,0.65384907,-1.2078984,-0.5325578
-0.68012816,1.6193738,-0.2805613,-0.22630079,-1.5519704,0.27854937,0.7931143,0.8214785,2.220085,0.31097713,0.5186601,-0.8869991,-2.2010455,0.28245622,-0.30837852,-1.1860585
-0.096801564,0.69129825,0.5075488,0.90515304,-0.59728295,-0.23165062,-0.25688764,0.24932183,-0.055675212,-0.6940229,0.051913355,0.34678292,-0.3016613,-0.101700924,0.49852937,-0.25080508
0.01155399,-0.26631963,-0.41540217,0.107198276,0.52124906,-0.04895223,-0.322161,-0.6814351,-0.29675102,-0.25835982,-0.096901946,-0.13123654,0.34480342,0.026014002,-0.038268838,0.070665285
-0.18027122,2.1621583,0.016257785,2.0902193,-0.7431238,-1.2770628,0.809127,-0.8209894,0.26402804,0.37200347,0.5397738,0.17418785,-1.0641185,-1.3016223,0.011912569,-0.3136956
-0.32461566,0.9627672,0.38676226,0.78824633,-0.8739504,0.24230859,0.7354379,0.10603245,0.7994953,-0.014557599,-0.00015613443,-0.06368563,-0.97016907,0.11568528,-0.15770873,-0.72382736
-0.49501556,0.78610766,0.93682027,1.0887332,0.080008484,0.38173738,1.6884061,-0.367091,1.2622312,0.45186448,-0.83369577,-1.020509,-0.5117598,0.7519721,-0.5495355,-0.23992884
-0.0044065136,-1.0975893,0.15621236,0.20294105,0.13466074,1.2052921,1.0561476,0.06439696,0.3286355,-0.045414045,-0.94885886,-1.0975583,-0.47997835,0.5989879,-0.5939266,0.09867698
-0.059295565,0.3572168,-0.11043412,0.7700763,0.21265243,-0.5037756,0.36312926,0.08579963,-0.5541474,-0.37393624,-0.29056868,0.3387246,0.049705587,-0.6905664,0.2966495,0.3602668
0.10944306,-0.0014929523,0.010669234,0.04976911,-0.12863292,-0.085131265,-0.2921807,-0.11846083,-0.03500101,-0.14947568,-0.021512372,-0.046785217,0.013206578,0.011362529,-0.052280813,-0.10429901
-0.6221163,-0.32823187,-0.46686655,0.25756627,0.71029353,0.31473923,-0.0275542,-0.64549255,-0.20302834,-0.30771366,-0.017148053,-0.30874312,0.43150035,0.11883647,0.061888296,0.37136397
-0.48418316,0.045845274,-0.9022288,-1.5014085,-0.05624721,2.0817413,0.08974401,0.81600565,2.4413793,-0.92144424,0.43740958,-1.4117675,-1.5161633,1.977152,-0.0707655,-1.4660172
1.1581448,-0.21235651,-0.25245726,0.5379939,0.37360805,-0.46717197,-0.64150846,-0.7762338,-0.26583552,-0.37292355,-0.2679059,0.38232866,-0.3192451,-0.11211666,-0.4962691,-0.23563473
-0.061243955,0.5463973,-0.041417032,-0.13742386,-0.44695106,-0.61203396,0.66694874,0.5044288,0.1508362,0.2153427,-0.04157289,-0.05521635,-0.6261205,-0.5944845,0.44569793,-0.31599256
0.04137357,-0.334358,-0.061666854,0.1428458,-0.0011536353,-0.018588308,-0.10459778,-0.21046875,-0.3900185,-0.15985894,-0.28817677,-0.27332738,0.17659979,-0.11084732,-0.082289875,0.287787
-0.29491195,-0.15067448,-0.24818303,0.0169431,0.7578996,1.1210557,0.00079496205,-0.26523647,0.7422181,-0.7361826,0.015620219,-0.5103591,-0.120299965,0.9522353,0.08414069,-0.21398202
-0.3532115,-0.5408997,-0.9113756,-1.462639,-0.06410303,1.2191119,0.82035303,0.7907569,1.1735617,-0.08205986,-0.19649364,-1.5151092,-1.0540158,0.5232938,-0.19264527,-0.32758605
-0.37375903,-0.0026678105,-0.053927697,0.0803386,0.16302791,0.4426001,0.040258422,0.08639455,0.25289682,-0.07985235,0.13544862,-0.15918274,-0.11633983,0.19517387,0.21649644,0.042078324
0.14435548,0.09568318,-0.08541999,1.0670565,0.3719217,0.26912415,-0.25137702,-1.0773891,0.2568219,-0.2818179,-0.21164332,-0.2294935,-0.4505469,-0.07056575,-0.7024051,-0.13659784
-0.06495642,-0.040472608,0.021522269,0.022030305,-0.016472148,0.05621864,0.045088965,0.05186407,0.04204047,-0.0002506839,0.030759241,-0.026576,-0.065039836,0.06443869,0.00010275288,-0.021218382
0.48659006,0.00046855293,0.14990468,-0.22697194,-0.30891776,-0.43117154,0.5385873,0.40695193,-0.018837111,0.053090397,-0.37412137,-0.274305,-0.73175955,-0.39654803,0.018385489,-0.13564727
-0.57860875,0.76945007,-0.40983018,-0.673987,-0.538087,1.4734557,0.3011578,0.44840434,1.9728307,-0.37253016,0.5756192,-1.1653659,-1.5310372,1.2435197,-0.2661123,-1.2186476
-0.17331329,1.1004245,-0.12475379,0.79873127,-0.25399452,0.7458369,-0.3984981,-0.9643237,1.2914197,-0.5019071,0.29705533,-1.0053995,-1.1256821,0.3678025,-0.78669745,-0.6724193
-3.073821,2.785594,2.5649085,3.7139804,1.1530614,1.467085,3.6183398,-0.6597099,3.4050536,-0.4209902,-2.588612,-2.545935,0.73474455,3.4220152,0.1359217,0.2837122
0.17680421,-0.23515438,-0.49628633,-0.7697109,0.27112567,-0.1304672,-0.10223239,0.16328493,0.46643803,0.038283173,0.35781577,-0.0012472941,-0.5261149,0.12402254,-0.09044175,-0.34455884
-0.360212,0.35066393,-0.25964838,0.37978852,0.07644728,-0.21262796,-0.19495447,-0.30636442,-0.39009234,-0.09205775,0.1246952,-0.23538898,0.27675205,-0.5098022,0.26829898,0.18564402
0.44223225,0.122360006,0.21923523,0.50614446,0.019543767,-0.62766665,0.16573113,-0.10855176,0.18353446,0.22507901,0.16305284,0.12415043,-0.42426014,-0.14278378,-0.39448932,-0.2601865
0.1639877,-0.27568144,-0.33709386,-0.3749618,0.26602334,-0.025927953,-0.15292545,-0.18603909,0.078289226,-0.12901995,0.08053338,-0.05730455,-0.11505952,0.10816889,-0.080891155,-0.15006776
-0.18662664,0.9937532,0.22763348,-0.32421356,-0.6515435,-0.1909718,2.015609,0.40637648,1.7537621,1.0314167,-0.44165054,-1.2162899,-1.7711354,0.07428202,-1.0843,-0.56190467
0.15989415,0.3764111,-1.8932811,-2.0927956,0.3279055,1.3653301,-1.8971564,-1.8432412,1.7183475,-1.4091711,0.39946005,-1.3270618,-1.1251456,0.93251616,-0.32716417,-2.0666914
-0.09087403,-0.033619765,-0.1708693,0.13499181,0.22655898,0.20129949,-0.22644897,-0.434761,0.036990322,-0.2417765,-0.1067048,-0.101263486,0.050015874,0.03331533,-0.045500524,-0.073164254
0.073020265,0.0045582615,0.22299075,0.2574121,-0.122370526,-0.00041540514,0.8520529,-0.2422013,0.06980811,0.5035943,-0.33296987,-0.3027164,-0.5718843,-0.3514822,-0.31977874,-0.059573483
-0.752405,0.17438325,-0.60233665,-0.047183715,0.34523892,-0.27603877,0.27493218,-0.33269882,-0.23129669,0.22270332,0.15237997,-0.4364806,0.29582882,-0.5073401,0.2426114,0.38073173
-0.33483267,-0.849052,0.51576895,1.6778808,0.67693055,0.9773079,0.61886084,-0.7490972,-0.17124242,-0.4653751,-0.8989593,-0.70578486,-0.0020224967,0.41874215,-0.42080027,0.6951678
0.093134865,1.0663878,-0.25977528,0.6557098,0.036572672,0.82096446,-0.8945323,-0.65177685,1.7774962,-0.82091784,0.7010513,-0.56218475,-1.1192783,0.9625478,-0.7492421,-0.8632258
0.4038588,0.017725378,-0.061435528,0.50848645,0.06366457,-0.1961575,-0.2981613,-0.30452958,-0.0693045,-0.31055698,-0.0608162,0.3412015,-0.25037578,-0.118800715,-0.23711127,-0.15790525
1.7784412,-0.62907326,-0.27277014,0.30051583,-0.13045539,0.15025823,-1.396882,-0.95524096,-0.047500122,-1.0246373,-0.7795621,-0.08608851,-0.84665304,0.352222,-0.6259076,-0.53122854
-0.91087574,1.0687789,0.26471463,2.6182568,-0.7874163,1.1973057,2.0124094,0.60213715,0.09164445,-1.8038996,-1.4429586,0.52800345,-1.35158,-1.4089706,0.8879639,0.09531762
0.27007377,-0.4846183,-0.3261532,0.11817638,0.47610462,-0.22705133,0.13471876,-0.5028916,-0.23185234,0.06339386,-0.036752738,-0.06687564,-0.15504068,-0.1615858,-0.41858637,0.032299716
-0.6648651,0.46960095,-0.91704285,-1.1039642,-0.04421994,0.98471206,0.31805137,0.23062404,1.4162123,-0.11410814,0.6465754,-0.82027704,-1.2388515,0.3747971,-0.08010664,-0.7924499
0.5232675,0.67530596,-1.2537905,-1.8386766,-0.8653287,0.80026156,0.031180581,0.77633435,3.0928826,-0.5693287,0.58253586,-0.89060223,-2.7873557,1.2709427,-0.9070885,-2.0012136
0.6223115,-0.056954358,0.16657853,0.25587255,-0.22189792,-0.48697388,-0.15618388,-0.046351004,0.229882,-0.014374423,-0.01313601,0.08642457,-0.6517457,-0.07928818,-0.42534637,-0.3629103
-1.317911,1.1684766,-0.27954558,1.1330537,0.04583465,-0.19415592,-0.48834664,0.04912584,-0.1644867,-0.5328051,0.5369401,0.2083433,0.19620526,-0.93770677,0.95996654,0.13218358
-0.2556017,0.08013454,0.43203714,1.9100523,0.12775996,0.8399643,-0.18183158,-1.2292969,0.11733903,-0.5370466,-0.6459457,-0.59742284,-0.49915147,0.18427087,-0.61600804,0.17473362
-0.42802203,0.01754894,-1.3536509,-2.2068515,-0.15462556,1.2324033,1.320679,0.7959151,1.9298216,0.4204045,0.22750904,-1.7152554,-1.8839605,0.77928114,-0.5318163,-0.60280246
-0.11060468,1.8467551,-0.36572602,-0.83769333,-2.2047174,0.49956357,1.5329006,0.96369505,2.5972877,0.33013937,-0.0911993,-1.4746537,-3.2300472,0.25592336,-0.5401575,-1.44212
0.6977181,0.47902352,0.10885913,1.2106153,-0.12399324,-0.6808546,-0.6236632,-0.65274966,-0.27120394,-0.52495444,-0.1674659,0.4116412,-0.3104762,-0.23957822,-0.29331663,-0.15750791
0.5054377,0.3961955,-0.71120685,-0.67161196,-0.70219713,1.7384384,-0.73539746,-0.4674278,1.8004516,-1.0410757,-0.05962151,-1.2439318,-1.685262,1.2753025,-0.8201777,-1.6592877
-0.7646631,-0.27565572,-1.2920799,-1.5160863,1.0644561,0.6850881,0.22204378,-0.48970357,0.82030153,-0.35836297,0.41226956,-1.1058022,-0.22863695,0.51533633,-0.101634055,-0.29620177
-0.195498,0.048425723,-0.095928945,0.34605062,-0.11834031,-0.19070546,0.11302751,0.28249452,-0.5416787,-0.44659948,-0.4533477,-0.15170105,0.060731165,-0.65338767,0.32311517,0.451774
-0.081976585,-0.35311404,-0.3211788,-0.6101766,0.045882598,-0.01751925,0.40460366,0.4627907,0.19295186,0.14735276,0.05947957,-0.35279986,-0.2700501,-0.08898519,0.0330489,0.10635599
0.5559175,-0.36036912,-0.25678843,0.2653781,0.3904125,-0.22042811,-0.6021782,-0.78144544,-0.4935886,-0.34220013,-0.31410182,-0.045032617,0.16671832,-0.038038954,-0.24662429,-0.0059944205
0.4237501,0.22305033,-0.03266782,0.38845992,0.007040088,-0.5041013,-0.32715005,-0.13522816,-0.252292,-0.31660047,0.036948845,0.43510127,-0.05998811,-0.128079,0.026489524,-0.14078122
0.64958626,0.243915,-1.263009,-1.5215715,-0.1842136,0.83306617,-1.0971271,-0.17552944,1.9844251,-1.3226666,0.5726948,-0.2493394,-1.637077,1.1456734,-0.29093722,-2.0407407
-0.107489765,-0.10355159,-0.16654721,0.1274836,0.34918293,0.07222243,0.057874266,-0.420235,0.063629195,-0.028941726,-0.08798822,-0.15530509,-0.0024615934,-0.009188706,-0.1291536,0.018013172
1.5755414,-0.8016328,-0.108241394,-0.25507343,-0.06337425,-0.30932146,-0.3278491,-0.061888177,-0.010779793,-0.43784738,-0.7612229,-0.34934655,-0.7620875,-0.03225699,-0.52335036,-0.13276403
0.38274488,-0.27244982,0.15861587,0.009233281,-0.4252436,-0.37640887,1.111435,0.16819072,-0.29480344,0.17157899,-0.8545074,-0.5024278,-0.45030046,-0.5946074,-0.042305894,0.18263678
0.43054727,0.044738766,-0.10498131,0.6688846,0.2364174,-0.7676917,0.15187855,-0.4428573,-0.6990635,-0.066628866,-0.17734759,0.1866595,0.12817067,-0.47313428,-0.03694049,0.29158247
0.828577,-0.34354398,-0.101899914,-0.052546885,0.09403388,-0.5240035,0.06397603,0.031613894,-0.23647015,-0.13109848,-0.29410017,-0.019436227,-0.28656825,-0.31606114,-0.15877835,0.1441601
0.5299853,-0.1864588,0.036115702,0.252261,-0.012873557,-0.41163126,0.09721972,-0.07362147,-0.3560047,-0.18279101,-0.3813278,-0.018861001,-0.13947582,-0.33126646,-0.07350238,0.16817345
-0.20034267,0.30260533,-0.14047734,-0.12830722,-0.3795382,-0.5401156,0.91532576,0.62467104,-0.31768897,0.00085196027,-0.69366795,-0.3059193,-0.17104526,-0.9249908,0.6881408,0.22855535
0.20414983,0.048201334,0.045579735,0.20583354,-0.061591405,-0.20734565,-0.032534912,0.06947626,-0.20042579,-0.22724406,-0.11602747,0.07607658,-0.036784537,-0.15130399,0.039213233,0.10016972
-0.7517808,-0.12135278,-0.49125376,-0.94643646,-0.071361214,0.2977635,1.0683959,0.96793485,0.4837638,0.28994834,-0.37864253,-1.004065,-0.2787883,-0.16932845,0.44507417,0.20054477
-0.1910042,0.48135883,-0.47675672,-0.59984004,-0.2474647,0.4612642,0.3851666,0.57133126,1.5689721,0.038226936,0.65636575,-0.49677235,-1.3590089,0.53694993,-0.36692917,-0.69486004
-1.2128304,1.7333683,0.019596428,-0.14929205,-0.016392427,0.013397509,2.0566602,0.44578856,2.3615565,0.7465635,-0.2357453,-1.3052872,-0.98714197,0.5362691,-0.33967924,-0.26501125
-1.2201917,-0.30378366,-1.2727057,-1.6095916,-0.010195458,0.45779943,1.254461,0.6875984,0.65483004,0.5920625,-0.020046212,-1.556986,-0.62135977,-0.37470675,0.15417181,0.45246753
-0.38711908,-0.21466413,-0.2669821,0.6580357,0.41662166,-0.30307895,0.023116723,-0.48095417,-0.8703296,-0.14415622,-0.21498379,-0.29328167,0.59072655,-0.4029192,0.04724779,0.6948788
0.45668224,1.0847726,0.25342873,1.864246,-0.19408888,-0.8812377,-0.08778467,-0.76998484,0.4833304,0.05400191,0.18741365,0.035919055,-0.6991753,-0.26873404,-0.7051657,-0.08136685
0.50740135,-0.17065991,-0.79823667,-1.0382317,0.008702333,0.62929595,-0.8601781,-0.17961319,1.1540594,-0.8168395,0.27651048,-0.33851355,-0.9457451,0.8468131,-0.27588344,-1.185186
-0.676029,1.7351643,0.42492172,2.6174037,-0.41271928,-0.49083766,0.7912463,-1.5917522,0.21848698,0.37372485,-0.38695914,-0.7706838,-0.57990086,-0.6816522,-0.46908575,0.24033186
0.1653081,-0.57680076,-0.4811238,0.3820405,0.87580943,0.12784922,-0.29024658,-1.0541079,-0.25410107,-0.43242228,-0.19832502,-0.13765697,0.10106808,0.04338925,-0.32795855,0.013874723
1.2000529,-0.46731973,0.035567522,1.0498583,0.5060887,-0.2615442,-0.21932817,-1.1510428,-0.31763855,-0.24766108,-0.682607,0.13866511,-0.5542367,-0.13816676,-0.9129854,-0.07382868
-0.69158417,1.0007716,-0.14814627,0.78888893,-0.46531513,0.05719981,-0.020035116,-0.31809366,0.35488638,-0.009697027,0.3537008,-0.13307083,-0.4533411,-0.5693533,0.17653777,-0.16444847
-0.34971124,0.07024377,-0.2878411,-1.2518644,-0.54147154,-0.04810987,1.3400711,1.873701,0.738233,0.11696228,-0.616513,-0.9165932,-0.67497784,-0.34182885,0.7197388,-0.2203429
0.3018326,0.4228549,-1.2401506,-1.4918399,-0.5990293,1.0899919,-0.21842246,0.23453875,2.2783234,-0.507407,0.4700382,-0.9463811,-2.2188435,1.0022846,-0.68141353,-1.5820191
0.56373787,1.3149331,-1.1432493,0.93629956,0.18838546,-1.0610667,0.043588355,-1.0843699,1.5988067,0.7064501,1.4276731,-0.6501317,-2.2523992,-0.68094134,-1.7944422,-0.35851428
-0.0076741795,0.11071085,-0.006290731,0.64907515,0.35190758,-0.109245636,-0.12204419,-0.29425108,-0.33467963,-0.34902096,-0.11717203,0.29734427,0.134888,-0.070045196,0.024387488,0.14661811
-0.5998153,-0.14606881,-0.65836114,-1.5525299,-0.14403841,0.6157819,1.2077357,1.7377423,1.4833523,0.1873947,0.007442348,-1.1763247,-0.973997,0.55577236,0.12659784,-0.27410302
-1.5566794,-0.77013,-1.6400874,-1.8714204,0.65375847,0.44539955,0.7813127,0.64987254,0.65074176,0.26188686,0.40519533,-1.6381375,-0.2540618,-0.16086717,0.14069267,0.6265589
-0.7075907,0.1389723,-0.0836165,-0.45949766,0.040390745,1.0365312,0.72420585,0.9200182,1.016097,-0.12860192,-0.24105234,-0.8681646,-0.35550457,0.6573792,0.5764537,-0.2844053
-1.9283359,1.4050004,0.4494549,3.2682269,1.8931382,2.0381901,-0.55089796,0.37293106,1.4844451,-3.0753834,0.5711792,0.9518998,0.20208718,1.8329409,0.98272115,0.11951723
-0.24475819,-0.16899377,-0.30896112,-0.16116725,0.08782924,-0.29709184,0.5542793,0.07209409,-0.12940554,0.23910642,-0.081856295,-0.19534776,0.021485604,-0.41749507,0.061059296,0.33123928
0.16515398,0.27942142,-0.12323477,0.55910355,0.20474061,-0.65867144,0.2481038,-0.19818012,-0.5726412,-0.10429237,-0.06853488,0.16738307,0.09955571,-0.49547386,0.16881445,0.24309753
0.8100205,-0.090052664,0.1944873,0.28968844,-0.24811497,-0.58993274,0.3412674,0.1211916,-0.3152465,-0.2560438,-0.6614064,-0.08176738,-0.45142463,-0.54623306,0.023036463,0.074397795
0.65229416,-0.22644508,-0.28992605,0.07254425,0.2683663,0.04040047,-0.6520336,-0.2349089,0.4688079,-0.5601032,0.22504246,0.27522108,-0.5249574,0.34845296,-0.39869356,-0.49137765
0.5515156,-0.46830046,0.5716601,0.9372635,-0.0255138,0.07477367,0.48098895,-0.3813726,-0.18283232,-0.10587998,-0.778028,-0.30025277,-0.60090554,-0.14151591,-0.5988849,-0.004924783
0.7693645,0.009991472,0.021800093,0.16279277,-0.1468719,-0.53763336,-0.25414526,-0.048376985,-0.32009754,-0.4190071,-0.35713297,0.13030843,-0.13516748,-0.2664139,0.10244077,0.023516828
-0.8186551,-0.3242273,-0.7127589,-0.015696324,0.5305125,0.46161523,-0.53958005,-0.9037314,-0.18040943,-0.5257226,-0.17114928,-0.89513177,0.49092808,-0.014744312,0.15851343,0.1759061
-0.8281436,0.6887395,-0.47304657,0.7858937,0.15166514,0.28789884,-1.0529602,-1.2878138,-0.07986146,-0.69890994,-0.09033088,-0.81574315,0.29749194,-0.4080305,0.3875803,-0.17409867
-2.1940248,2.6380932,-1.1398782,2.6286566,-0.42104062,-0.49640685,-0.17224008,-0.6245573,-0.83124155,-0.75786656,0.8136239,0.5282273,-0.37891906,-2.7147856,1.2122291,0.43872562
-0.07584416,0.5827674,-0.114867106,0.61974835,0.20166767,-0.36488128,0.21474917,-0.65185875,0.33604166,0.26723072,0.16975774,-0.32704273,-0.23671791,-0.29298055,-0.25022033,-0.10182715
0.39219722,0.015037911,0.11981886,0.23218611,0.10920579,-0.43638363,0.54001135,-0.1592061,-0.031039612,0.39289367,-0.08405755,-0.074866176,-0.5939226,-0.36817208,-0.3406409,-0.09500154
0.5641812,-0.43671024,-0.23498942,0.57854533,0.31917092,-0.39251393,-0.364505,-0.668603,-0.8563931,-0.52631575,-0.52838945,0.06813985,0.1912231,-0.29529276,-0.18527484,0.32642582
-0.9271907,1.5373517,-0.5532838,-0.18277186,-0.57769257,1.1096025,0.087065056,-0.11162801,1.9738749,-0.31209552,0.75757456,-1.0931473,-1.5701689,0.5630211,-0.1725629,-1.1818234
0.12358585,0.32385102,-0.08970309,0.19892544,-0.39596292,0.242003,-0.52245635,-0.2315985,0.52655834,-0.29484412,0.25533423,0.01611732,-0.54443705,0.12302314,-0.12788706,-0.6004323
-1.0294266,1.1747806,-0.50451624,1.376104,-0.6458009,-0.032831512,-0.26178336,0.0015759822,-0.7441038,-0.83760256,0.056590002,0.3214517,-0.25388405,-1.7087033,0.9810319,0.31446886
0.49964967,-0.28166166,0.14402622,-0.04668942,-0.3617133,0.1541291,-0.044561554,0.057750087,-0.06201902,-0.22629161,-0.3951425,-0.3066784,-0.46731284,0.072064236,-0.098613665,-0.29458085
-2.491142,0.7420612,-1.0149028,-0.6149709,0.5074017,1.0024405,2.9722352,-0.19765483,2.2916086,1.145869,-0.79731536,-2.969718,-0.50214285,0.1600905,0.012767739,1.0117785
-0.70052385,-0.008063985,-0.0026090762,0.60430825,0.18329439,0.44692641,-0.13213791,0.26975042,-0.11674607,-0.480859,-0.044055503,-0.10532407,0.12382835,-0.16258678,0.41755608,0.37625286
0.43702155,-0.35853034,-0.5378564,-0.7495159,0.12312774,0.020520296,-0.19601414,0.16349693,0.58423126,-0.07770213,0.21153657,-0.15083903,-0.8110804,0.2203398,-0.33058053,-0.48245266
